nodenumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure,      z-velocity,      y-velocity,      x-velocity,cell-wall-distance,boundary-normal-dist
         1,-5.000000237E+00, 2.000000095E-01, 0.000000000E+00, 3.382840675E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 4.487969509E-02, 0.000000000E+00
         2,-4.858657975E+00, 2.000000072E-01, 1.403993720E-15, 3.390278082E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.335398520E-02, 0.000000000E+00
         3,-4.764110070E+00, 2.000000123E-01, 1.548506316E-15, 3.407866883E+00, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 3.723322553E-02, 0.000000000E+00
         4,-4.700477873E+00, 2.000000054E-01, 1.561447633E-15, 3.422341539E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.921343668E-02, 0.000000000E+00
         5,-4.549332318E+00, 2.000000084E-01, 1.641842104E-15, 3.478449251E+00, 0.000000000E+00, 0.000000000E+00, 5.000000075E+01, 3.832557732E-02, 0.000000000E+00
         6,-4.511219040E+00, 1.999999994E-01, 1.661807162E-15, 3.495133832E+00, 0.000000000E+00, 0.000000000E+00, 4.999999925E+01, 3.799894002E-02, 0.000000000E+00
         7,-4.338797312E+00, 2.000000012E-01, 1.679770772E-15, 3.593530477E+00, 0.000000000E+00, 0.000000000E+00, 4.999999925E+01, 3.642206060E-02, 0.000000000E+00
         8,-4.309609504E+00, 2.000000056E-01, 1.678115304E-15, 3.612773741E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.590560248E-02, 0.000000000E+00
         9,-4.135238236E+00, 2.000000047E-01, 1.677850518E-15, 3.754527641E+00, 0.000000000E+00, 0.000000000E+00, 5.000000075E+01, 3.477019837E-02, 0.000000000E+00
        10,-4.106746967E+00, 2.000000008E-01, 1.674643977E-15, 3.780304338E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.395479211E-02, 0.000000000E+00
        11,-3.935772640E+00, 1.999999921E-01, 1.671758537E-15, 3.962171209E+00, 0.000000000E+00, 0.000000000E+00, 4.999999925E+01, 3.191761104E-02, 0.000000000E+00
        12,-3.906367443E+00, 1.999999913E-01, 1.670147294E-15, 3.995734535E+00, 0.000000000E+00, 0.000000000E+00, 4.999999925E+01, 3.131782484E-02, 0.000000000E+00
        13,-3.737761006E+00, 2.000000071E-01, 1.668402242E-15, 4.214031063E+00, 0.000000000E+00, 0.000000000E+00, 5.000000075E+01, 3.481767552E-02, 0.000000000E+00
        14,-3.707732036E+00, 1.999999998E-01, 1.667973272E-15, 4.259927525E+00, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 3.568726228E-02, 0.000000000E+00
        15,-3.540037634E+00, 2.000000045E-01, 1.667397741E-15, 4.537264093E+00, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 3.776758921E-02, 0.000000000E+00
        16,-3.509799548E+00, 1.999999987E-01, 1.667341335E-15, 4.589587282E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.863938314E-02, 0.000000000E+00
        17,-3.342363833E+00, 2.000000044E-01, 1.667120972E-15, 4.923041008E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.979127084E-02, 0.000000000E+00
        18,-3.312040835E+00, 2.000000058E-01, 1.667001051E-15, 4.991024306E+00, 0.000000000E+00, 0.000000000E+00, 5.000000075E+01, 3.985786201E-02, 0.000000000E+00
        19,-3.144786007E+00, 2.000000077E-01, 1.666631504E-15, 5.422577727E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.853773948E-02, 0.000000000E+00
        20,-3.114311780E+00, 2.000000055E-01, 1.666368478E-15, 5.509614660E+00, 0.000000000E+00, 0.000000000E+00, 4.999999925E+01, 3.830853797E-02, 0.000000000E+00
        21,-2.947328988E+00, 2.000000039E-01, 1.665716078E-15, 6.036723840E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.774911156E-02, 0.000000000E+00
        22,-2.916593358E+00, 2.000000054E-01, 1.665272758E-15, 6.136365581E+00, 0.000000000E+00, 0.000000000E+00, 4.999999925E+01, 3.828809746E-02, 0.000000000E+00
        23,-2.749996694E+00, 1.999999984E-01, 1.664321676E-15, 6.759449425E+00, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 3.971650801E-02, 0.000000000E+00
        24,-2.718853879E+00, 2.000000009E-01, 1.663716312E-15, 6.886869797E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.921995930E-02, 0.000000000E+00
        25,-2.552786723E+00, 2.000000086E-01, 1.662347678E-15, 7.647251976E+00, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 4.188617721E-02, 0.000000000E+00
        26,-2.521059955E+00, 2.000000097E-01, 1.661533848E-15, 7.812695775E+00, 0.000000000E+00, 0.000000000E+00, 5.000000075E+01, 4.177023294E-02, 0.000000000E+00
        27,-2.355688385E+00, 2.000000013E-01, 1.659599477E-15, 8.734637488E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 4.210722616E-02, 0.000000000E+00
        28,-2.323156504E+00, 2.000000017E-01, 1.658456976E-15, 8.937961996E+00, 0.000000000E+00, 0.000000000E+00, 5.000000075E+01, 4.171755532E-02, 0.000000000E+00
        29,-2.158760624E+00, 1.999999986E-01, 1.655616832E-15, 1.013029171E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.634235211E-02, 0.000000000E+00
        30,-2.125070549E+00, 2.000000099E-01, 1.653997640E-15, 1.040066267E+01, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 3.683177411E-02, 0.000000000E+00
        31,-1.962139798E+00, 1.999999995E-01, 1.649611756E-15, 1.183879133E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.882146795E-02, 0.000000000E+00
        32,-1.926747222E+00, 2.000000026E-01, 1.647214083E-15, 1.218652012E+01, 0.000000000E+00, 0.000000000E+00, 4.999999925E+01, 3.924129095E-02, 0.000000000E+00
        33,-1.766169658E+00, 2.000000054E-01, 1.640055936E-15, 1.395876766E+01, 0.000000000E+00, 0.000000000E+00, 4.999999925E+01, 3.798159288E-02, 0.000000000E+00
        34,-1.728210541E+00, 2.000000047E-01, 1.636427845E-15, 1.443120836E+01, 0.000000000E+00, 0.000000000E+00, 4.999999925E+01, 3.809693943E-02, 0.000000000E+00
        35,-1.571724440E+00, 2.000000042E-01, 1.624145697E-15, 1.658660881E+01, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 3.817741957E-02, 0.000000000E+00
        36,-1.529850785E+00, 2.000000040E-01, 1.618657085E-15, 1.722037164E+01, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 3.668257433E-02, 0.000000000E+00
        37,-1.380886746E+00, 2.000000093E-01, 1.597562734E-15, 1.993011079E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.556565789E-02, 0.000000000E+00
        38,-1.333393160E+00, 2.000000037E-01, 1.590416308E-15, 2.091392421E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.509429568E-02, 0.000000000E+00
        39,-1.199002877E+00, 1.999999989E-01, 1.556381557E-15, 2.402789322E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 3.514625929E-02, 0.000000000E+00
        40,-1.144310221E+00, 1.999999905E-01, 1.551867166E-15, 2.542930489E+01, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 3.478528987E-02, 0.000000000E+00
        41,-1.031512326E+00, 1.999999978E-01, 1.508414693E-15, 2.856997609E+01, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 3.113514187E-02, 0.000000000E+00
        42,-9.696584177E-01, 2.000000112E-01, 1.515663431E-15, 3.062918195E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 2.938407972E-02, 0.000000000E+00
        43,-8.747909351E-01, 2.000000011E-01, 1.481167218E-15, 3.398758331E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 2.699907482E-02, 0.000000000E+00
        44,-8.143819506E-01, 2.000000041E-01, 1.494384558E-15, 3.618147623E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 2.505862040E-02, 0.000000000E+00
        45,-7.443815169E-01, 2.000000001E-01, 1.672217462E-15, 3.881969102E+01, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 2.177005055E-02, 0.000000000E+00
        46,-7.225120306E-01, 2.000000052E-01, 1.674678192E-15, 3.961253649E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 2.091427458E-02, 0.000000000E+00
        47,-6.624149754E-01, 2.000000026E-01, 1.618182200E-15, 4.163070430E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.927758629E-02, 0.000000000E+00
        48,-6.164623900E-01, 2.000000032E-01, 1.649683619E-15, 4.294473525E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.736045243E-02, 0.000000000E+00
        49,-5.808568052E-01, 1.999999972E-01, 1.607075059E-15, 4.385157564E+01, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 1.638824531E-02, 0.000000000E+00
        50,-5.111127542E-01, 2.000000015E-01, 1.699817407E-15, 4.490716445E+01, 0.000000000E+00, 0.000000000E+00, 4.999999870E+01, 1.396457996E-02, 0.000000000E+00
        51,-5.091496976E-01, 2.000000018E-01, 1.697373003E-15, 4.493021294E+01, 0.000000000E+00, 0.000000000E+00, 4.999999879E+01, 1.392693173E-02, 0.000000000E+00
        52,-5.054837913E-01, 2.000000063E-01, 1.704112429E-15, 4.491214652E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.376598702E-02, 0.000000000E+00
        53,-4.473606100E-01, 2.000000017E-01, 1.665159359E-15, 4.455304582E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.290798343E-02, 0.000000000E+00
        54,-3.855259181E-01, 1.999999983E-01, 1.695674063E-15, 4.135809342E+01, 0.000000000E+00, 0.000000000E+00, 4.999999925E+01, 1.458821385E-02, 0.000000000E+00
        55,-3.768174236E-01, 2.000000045E-01, 1.694209048E-15, 4.091463620E+01, 0.000000000E+00, 0.000000000E+00, 5.000000075E+01, 1.466511695E-02, 0.000000000E+00
        56,-3.681009289E-01, 2.000000035E-01, 1.695725833E-15, 3.979094210E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.459109362E-02, 0.000000000E+00
        57,-3.008162166E-01, 2.000000018E-01, 1.639976928E-15, 3.074786367E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.485221598E-02, 0.000000000E+00
        58,-2.585280614E-01, 2.000000041E-01, 1.678244492E-15, 2.177483179E+01, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 1.353500482E-02, 0.000000000E+00
        59,-2.385171059E-01, 2.000000074E-01, 1.654895780E-15, 1.703409933E+01, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 1.259480439E-02, 0.000000000E+00
        60,-2.099189733E-01, 2.000000004E-01, 1.697191718E-15, 6.805495520E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.151165193E-02, 0.000000000E+00
        61,-1.844332248E-01, 1.999999935E-01, 1.683591689E-15,-2.525311675E+00, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 1.071128898E-02, 0.000000000E+00
        62,-1.574040896E-01, 2.000000052E-01, 1.700734768E-15,-1.589958411E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.023583977E-02, 0.000000000E+00
        63,-1.392495973E-01, 2.000000065E-01, 1.688200605E-15,-2.491056062E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.878015150E-03, 0.000000000E+00
        64,-1.306561352E-01, 2.000000073E-01, 1.690462716E-15,-2.942386730E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.879918554E-03, 0.000000000E+00
        65,-9.353271761E-02, 2.000000002E-01, 1.681344049E-15,-5.133916741E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.488415366E-03, 0.000000000E+00
        66,-7.812946718E-02, 1.999999980E-01, 1.683365744E-15,-6.133460648E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.709707117E-03, 0.000000000E+00
        67,-4.565819852E-02, 2.000000000E-01, 1.680446849E-15,-8.302518254E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.028308622E-02, 0.000000000E+00
        68,-2.771174171E-02, 1.999999989E-01, 1.681582035E-15,-9.700693738E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.043529293E-02, 0.000000000E+00
        69, 3.010384456E-03, 1.999999978E-01, 1.680436188E-15,-1.214220239E+02, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 1.081531584E-02, 0.000000000E+00
        70, 2.201523820E-02, 2.000000126E-01, 1.681050064E-15,-1.364345645E+02, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 1.053127034E-02, 0.000000000E+00
        71, 5.196382765E-02, 2.000000007E-01, 1.680553322E-15,-1.598075043E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.618036191E-03, 0.000000000E+00
        72, 7.142785013E-02, 2.000000024E-01, 1.680809627E-15,-1.733523856E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.766682555E-03, 0.000000000E+00
        73, 1.010612162E-01, 2.000000032E-01, 1.680733119E-15,-1.921645715E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.736212584E-03, 0.000000000E+00
        74, 1.206225707E-01, 2.000000045E-01, 1.680736122E-15,-2.017976115E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.641942136E-03, 0.000000000E+00
        75, 1.502296821E-01, 2.000000057E-01, 1.680819471E-15,-2.129000429E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.879883252E-03, 0.000000000E+00
        76, 1.697335035E-01, 2.000000046E-01, 1.680730817E-15,-2.182311836E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.748803492E-03, 0.000000000E+00
        77, 1.994444785E-01, 2.000000047E-01, 1.680929174E-15,-2.220379145E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.001153273E-02, 0.000000000E+00
        78, 2.188008370E-01, 2.000000012E-01, 1.680768373E-15,-2.219052644E+02, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 1.014410608E-02, 0.000000000E+00
        79, 2.486909614E-01, 2.000000028E-01, 1.680987427E-15,-2.173516641E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.725607850E-03, 0.000000000E+00
        80, 2.678735111E-01, 2.000000020E-01, 1.680826695E-15,-2.125195559E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.769034731E-03, 0.000000000E+00
        81, 2.979496016E-01, 2.000000057E-01, 1.681039864E-15,-2.015118842E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.518147271E-03, 0.000000000E+00
        82, 3.169657927E-01, 1.999999974E-01, 1.680888739E-15,-1.921043280E+02, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 9.495916321E-03, 0.000000000E+00
        83, 3.472232354E-01, 2.000000019E-01, 1.681077844E-15,-1.745297116E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.703881118E-03, 0.000000000E+00
        84, 3.660948526E-01, 2.000000108E-01, 1.680957509E-15,-1.629564974E+02, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 9.704779922E-03, 0.000000000E+00
        85, 3.965011692E-01, 2.000000076E-01, 1.681110785E-15,-1.440159882E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.627252873E-03, 0.000000000E+00
        86, 4.152534756E-01, 2.000000069E-01, 1.681011309E-15,-1.311316063E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.663492421E-03, 0.000000000E+00
        87, 4.457807186E-01, 2.000000029E-01, 1.681139256E-15,-1.089972807E+02, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.921151936E-03, 0.000000000E+00
        88, 4.644363457E-01, 2.000000006E-01, 1.681065787E-15,-9.679161058E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.824903581E-03, 0.000000000E+00
        89, 4.950561370E-01, 1.999999993E-01, 1.681150451E-15,-7.870852876E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.020949913E-02, 0.000000000E+00
        90, 5.136473241E-01, 1.999999986E-01, 1.681105038E-15,-6.825762063E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.019679862E-02, 0.000000000E+00
        91, 5.443265092E-01, 2.000000018E-01, 1.681162751E-15,-5.289214601E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.413153810E-03, 0.000000000E+00
        92, 5.628732394E-01, 2.000000045E-01, 1.681128420E-15,-4.387180451E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.645522282E-03, 0.000000000E+00
        93, 5.935934326E-01, 2.000000066E-01, 1.681166812E-15,-3.037784765E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.611316896E-03, 0.000000000E+00
        94, 6.121110105E-01, 2.000000016E-01, 1.681149333E-15,-2.315164009E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.706526096E-03, 0.000000000E+00
        95, 6.428555248E-01, 1.999999977E-01, 1.681172943E-15,-1.182070573E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.925610917E-03, 0.000000000E+00
        96, 6.613552216E-01, 2.000000011E-01, 1.681159897E-15,-6.680103594E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.533118946E-03, 0.000000000E+00
        97, 6.921158060E-01, 2.000000071E-01, 1.681176468E-15, 4.828895405E-01, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 9.487078127E-03, 0.000000000E+00
        98, 7.106035004E-01, 2.000000058E-01, 1.681171344E-15, 4.114156450E+00, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 9.596436915E-03, 0.000000000E+00
        99, 7.413695785E-01, 2.000000041E-01, 1.681170677E-15, 9.198336947E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.433642881E-03, 0.000000000E+00
       100, 7.598574257E-01, 2.000000018E-01, 1.681176912E-15, 1.191804167E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.390094008E-03, 0.000000000E+00
       101, 7.906169110E-01, 1.999999971E-01, 1.681164641E-15, 1.548441282E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.723163934E-03, 0.000000000E+00
       102, 8.091145574E-01, 1.999999920E-01, 1.681175973E-15, 1.720142368E+01, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 9.896392518E-03, 0.000000000E+00
       103, 8.398600497E-01, 1.999999980E-01, 1.681153771E-15, 1.940248592E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.008950833E-02, 0.000000000E+00
       104, 8.583757718E-01, 1.999999983E-01, 1.681176446E-15, 2.036079374E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.952858829E-03, 0.000000000E+00
       105, 8.890917574E-01, 2.000000033E-01, 1.681126145E-15, 2.149291189E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.586746828E-03, 0.000000000E+00
       106, 9.076465059E-01, 2.000000036E-01, 1.681170089E-15, 2.200413949E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.286694949E-03, 0.000000000E+00
       107, 9.383138866E-01, 2.000000123E-01, 1.681098072E-15, 2.265537458E+01, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 9.233695145E-03, 0.000000000E+00
       108, 9.569275980E-01, 2.000000011E-01, 1.681157849E-15, 2.288981546E+01, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 9.363477834E-03, 0.000000000E+00
       109, 9.875254210E-01, 2.000000009E-01, 1.681048689E-15, 2.305939083E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.759595965E-03, 0.000000000E+00
       110, 1.006229062E+00, 2.000000016E-01, 1.681148423E-15, 2.302619314E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.903059234E-03, 0.000000000E+00
       111, 1.036715141E+00, 1.999999980E-01, 1.680971899E-15, 2.278627260E+01, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 9.503280073E-03, 0.000000000E+00
       112, 1.055562898E+00, 2.000000038E-01, 1.681117091E-15, 2.260144972E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.715452695E-03, 0.000000000E+00
       113, 1.085892925E+00, 2.000000008E-01, 1.680883659E-15, 2.220826055E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.820843823E-03, 0.000000000E+00
       114, 1.104936123E+00, 1.999999930E-01, 1.681075499E-15, 2.193979602E+01, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 1.011244413E-02, 0.000000000E+00
       115, 1.135055467E+00, 2.000000051E-01, 1.680749578E-15, 2.149278763E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.039256143E-02, 0.000000000E+00
       116, 1.154370956E+00, 2.000000115E-01, 1.681019592E-15, 2.115790125E+01, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 1.010151098E-02, 0.000000000E+00
       117, 1.184209311E+00, 1.999999980E-01, 1.680608298E-15, 2.056488142E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.798003935E-03, 0.000000000E+00
       118, 1.203876657E+00, 1.999999944E-01, 1.680938319E-15, 2.016618750E+01, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 9.562281731E-03, 0.000000000E+00
       119, 1.233378176E+00, 2.000000047E-01, 1.680452824E-15, 1.956746405E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.555697938E-03, 0.000000000E+00
       120, 1.253471263E+00, 2.000000066E-01, 1.680862135E-15, 1.917046917E+01, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 9.626292851E-03, 0.000000000E+00
       121, 1.282558207E+00, 1.999999970E-01, 1.680274583E-15, 1.862551455E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.512257443E-03, 0.000000000E+00
       122, 1.303170653E+00, 1.999999999E-01, 1.680778170E-15, 1.824196678E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.499114915E-03, 0.000000000E+00
       123, 1.331770221E+00, 2.000000017E-01, 1.680119139E-15, 1.768794655E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.647855192E-03, 0.000000000E+00
       124, 1.352988700E+00, 2.000000073E-01, 1.680687591E-15, 1.726729066E+01, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 9.542705449E-03, 0.000000000E+00
       125, 1.381068981E+00, 1.999999930E-01, 1.679993680E-15, 1.672703662E+01, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 9.768701674E-03, 0.000000000E+00
       126, 1.402939164E+00, 2.000000059E-01, 1.680616544E-15, 1.633054653E+01, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 9.627902465E-03, 0.000000000E+00
       127, 1.430498725E+00, 1.999999993E-01, 1.679940736E-15, 1.581892195E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.149448741E-03, 0.000000000E+00
       128, 1.452990154E+00, 1.999999967E-01, 1.680536626E-15, 1.541703937E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.163259679E-03, 0.000000000E+00
       129, 1.480146562E+00, 2.000000022E-01, 1.680096100E-15, 1.495575266E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.309864117E-03, 0.000000000E+00
       130, 1.502902765E+00, 2.000000026E-01, 1.680458101E-15, 1.456050527E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.570672822E-03, 0.000000000E+00
       131, 1.529966783E+00, 2.000000058E-01, 1.681208853E-15, 1.410675748E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.231701417E-03, 0.000000000E+00
       132, 1.551635262E+00, 2.000000058E-01, 1.681118770E-15, 1.377610572E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 8.252278972E-03, 0.000000000E+00
       133, 1.576313295E+00, 2.000000014E-01, 1.687276006E-15, 1.341288189E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 7.798562145E-03, 0.000000000E+00
       134, 1.595141961E+00, 1.999999985E-01, 1.690232801E-15, 1.313591158E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 8.320118366E-03, 0.000000000E+00
       135, 1.617201773E+00, 1.999999985E-01, 1.676166168E-15, 1.282695836E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 9.412443630E-03, 0.000000000E+00
       136, 1.654389210E+00, 2.000000023E-01, 1.689558119E-15, 1.226295681E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.110498297E-02, 0.000000000E+00
       137, 1.669149835E+00, 1.999999976E-01, 1.683960381E-15, 1.204025331E+01, 0.000000000E+00, 0.000000000E+00, 4.999999851E+01, 1.169414475E-02, 0.000000000E+00
       138, 1.725861141E+00, 1.999999980E-01, 1.705396686E-15, 1.125560983E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.344843929E-02, 0.000000000E+00
       139, 1.730427032E+00, 1.999999997E-01, 1.700771935E-15, 1.119264119E+01, 0.000000000E+00, 0.000000000E+00, 5.000000042E+01, 1.360523980E-02, 0.000000000E+00
       140, 1.731668367E+00, 1.999999976E-01, 1.701695739E-15, 1.117598512E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.361555096E-02, 0.000000000E+00
       141, 1.799245234E+00, 2.000000010E-01, 1.627216611E-15, 1.033170342E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.468543735E-02, 0.000000000E+00
       142, 1.823727037E+00, 2.000000016E-01, 1.649745585E-15, 1.004358750E+01, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.515896811E-02, 0.000000000E+00
       143, 1.878553386E+00, 2.000000106E-01, 1.613093750E-15, 9.429278087E+00, 0.000000000E+00, 0.000000000E+00, 5.000000149E+01, 1.669457564E-02, 0.000000000E+00
       144, 1.919821895E+00, 2.000000046E-01, 1.649381980E-15, 9.043855876E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.798174576E-02, 0.000000000E+00
       145, 1.962755128E+00, 2.000000016E-01, 1.645010388E-15, 8.712405811E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 1.998270961E-02, 0.000000000E+00
       146, 2.008775689E+00, 2.000000038E-01, 1.494929764E-15, 8.406794231E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 2.274865675E-02, 0.000000000E+00
       147, 2.084821970E+00, 2.000000021E-01, 1.478125238E-15, 7.702707678E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 2.565155479E-02, 0.000000000E+00
       148, 2.144909721E+00, 2.000000021E-01, 1.497458654E-15, 7.196285231E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 2.767605187E-02, 0.000000000E+00
       149, 2.226745799E+00, 2.000000089E-01, 1.449673000E-15, 6.650333461E+00, 0.000000000E+00, 0.000000000E+00, 5.000000000E+01, 2.978133142E-02, 0.000000000E+00
