cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure,      z-velocity,      y-velocity,      x-velocity,cell-wall-distance,boundary-normal-dist
      3501, 3.302668035E-01, 3.010854050E-17, 1.159794331E-01,-2.044775543E+02, 1.342444420E+00, 8.743006319E-16, 5.320353317E+01, 1.232510060E-01, 8.880386235E-03
      3502, 3.362976015E-01,-1.157741176E-16, 2.215186208E-01,-2.499005432E+02, 3.220874310E+00,-1.026956298E-15, 5.404584503E+01, 1.424329877E-01, 5.801877085E-03
      3503, 3.190881908E-01,-2.159031528E-16, 3.208614886E-01,-3.728042908E+02, 7.289916515E+00,-1.593170040E-14, 5.467892838E+01, 4.443727806E-02, 6.175923303E-03
      3504, 3.143703043E-01,-1.666498281E-16, 2.998825908E-01,-3.718642578E+02, 6.426303864E+00,-7.965850202E-15, 5.491721725E+01, 5.920575559E-02, 6.175923303E-03
      3505, 3.199017644E-01,-1.450153625E-16, 2.858938873E-01,-3.381387634E+02, 5.246415615E+00,-1.154631946E-14, 5.490285110E+01, 7.810466737E-02, 5.756996228E-03
      3506, 3.361270130E-01,-1.203812092E-16, 2.537702024E-01,-2.651398621E+02, 4.380407810E+00, 3.733124920E-15, 5.419755173E+01, 1.099340022E-01, 6.661316728E-03
      3507, 3.064512312E-01, 1.644546363E-16, 7.071909308E-02,-2.089534760E+02, 6.260085106E-01,-4.815592369E-15, 5.335526276E+01, 7.721119374E-02, 8.971301835E-03
      3508, 3.247732222E-01,-1.865341250E-16, 3.093256652E-01,-3.519700012E+02, 6.655565262E+00,-1.951216966E-14, 5.450762558E+01, 5.375268310E-02, 6.175923303E-03
      3509, 3.452464640E-01,-1.277806243E-16, 2.690148056E-01,-2.629913025E+02, 4.798418045E+00,-9.173217741E-15, 5.381069183E+01, 1.000822335E-01, 6.661316728E-03
      3510, 3.372838795E-01,-1.414512596E-16, 2.835164368E-01,-2.770248108E+02, 5.784733772E+00, 1.290634266E-15, 5.395216751E+01, 7.999878377E-02, 6.028295071E-03
      3511, 3.405545056E-01,-1.822502030E-16, 3.076408505E-01,-2.749407043E+02, 6.472334385E+00,-6.765421556E-15, 5.375238419E+01, 6.275296956E-02, 6.028295071E-03
      3512, 3.662608564E-01,-1.126841149E-16, 2.041421086E-01,-1.874757080E+02, 3.137107849E+00,-5.353356647E-15, 5.301600266E+01, 1.628563106E-01, 5.990935905E-03
      3513, 3.461301327E-01,-1.169874261E-16, 2.375089973E-01,-2.318957367E+02, 3.731980324E+00,-2.425143419E-15, 5.356707001E+01, 1.303831190E-01, 6.711968782E-03
      3514, 3.475337327E-01,-1.588017899E-16, 2.958203256E-01,-2.586917725E+02, 5.999840260E+00,-1.427330476E-14, 5.356857300E+01, 7.250129431E-02, 6.028295071E-03
      3515, 3.750685155E-01,-1.158711426E-16, 2.225244641E-01,-1.825760040E+02, 3.446005344E+00, 5.863365349E-16, 5.271671677E+01, 1.507514864E-01, 5.990935905E-03
      3516, 3.635173142E-01,-1.276081605E-16, 2.687599957E-01,-1.966085358E+02, 5.070737362E+00, 3.493733081E-15, 5.301240540E+01, 9.919899702E-02, 5.138186229E-03
      3517, 3.639352322E-01,-1.579190360E-16, 2.956663072E-01,-1.999330444E+02, 5.848788738E+00,-1.582067810E-15, 5.293008804E+01, 7.952952385E-02, 5.138186229E-03
      3518, 3.642888963E-01,-1.170208972E-16, 2.381072640E-01,-1.931495819E+02, 4.117166996E+00, 1.831867991E-15, 5.306189728E+01, 1.292346567E-01, 5.981146674E-03
      3519, 3.719561994E-01,-1.403960419E-16, 2.831076086E-01,-1.866460266E+02, 5.401978493E+00,-1.360370150E-14, 5.271533585E+01, 9.000128508E-02, 5.138186229E-03
      3520, 3.725565672E-01,-1.202422032E-16, 2.541136742E-01,-1.904856567E+02, 4.408484459E+00,-5.745404152E-15, 5.260341263E+01, 1.187892258E-01, 5.981146674E-03
      3521, 3.897739351E-01,-1.206564684E-16, 2.554345429E-01,-1.590777893E+02, 4.367630959E+00, 3.289035710E-15, 5.227914810E+01, 1.205536723E-01, 5.981146674E-03
      3522, 3.879906237E-01,-1.409902620E-16, 2.836131155E-01,-1.396909027E+02, 5.182766914E+00, 1.706967900E-15, 5.207152557E+01, 9.604113549E-02, 4.945630139E-03
      3523, 3.967690766E-01,-1.286166458E-16, 2.705863416E-01,-1.300792084E+02, 4.761623383E+00,-9.527101330E-15, 5.186542892E+01, 1.069936603E-01, 4.945630139E-03
      3524, 2.700112104E+00, 7.098371150E-16, 9.942219734E+00,-1.165638585E-02, 1.085509575E-05,-1.334076892E-19, 5.000460815E+01, 9.809505463E+00, 0.000000000E+00
      3525, 2.600227118E+00, 1.419747075E-15, 9.884444237E+00,-1.111050695E-02, 1.653306390E-05,-1.059079175E-16, 5.000459671E+01, 9.711225510E+00, 3.407359176E-02
      3526, 2.500114918E+00, 7.099100127E-16, 9.942224503E+00,-1.017016079E-02, 1.409120432E-05,-1.727947212E-19, 5.000458527E+01, 9.765793800E+00, 0.000000000E+00
      3527, 2.600458384E+00, 1.126108810E-15, 9.768882751E+00,-1.122348942E-02, 4.702513615E-05, 1.820019694E-17, 5.000461578E+01, 9.583581924E+00, 3.564111811E-02
      3528, 2.700549364E+00, 1.224297187E-16, 9.711086273E+00,-1.197950169E-02, 4.357225407E-05, 4.684092198E-17, 5.000464249E+01, 9.562448502E+00, 5.378607566E-02
      3529, 2.500568628E+00, 1.226217172E-16, 9.711101532E+00,-1.128065027E-02, 5.165763287E-05,-3.052706742E-18, 5.000461578E+01, 9.524972916E+00, 3.564111811E-02
      3530, 2.400218487E+00, 1.419832731E-15, 9.884449959E+00,-9.243057109E-03, 1.378563502E-05,-1.576328315E-17, 5.000457001E+01, 9.664767265E+00, 3.871412197E-02
      3531, 2.500814676E+00,-9.629715348E-16, 9.595512390E+00,-1.166457031E-02, 9.160569607E-05, 7.858771685E-18, 5.000463486E+01, 9.440356255E+00, 3.564111811E-02
      3532, 2.400440931E+00, 1.126182714E-15, 9.768888474E+00,-9.722519666E-03, 6.335052603E-05,-1.524659305E-20, 5.000460434E+01, 9.579907417E+00, 3.871412197E-02
      3533, 2.600940466E+00,-1.045078250E-15, 9.537722588E+00,-1.289791148E-02, 7.810258830E-05,-6.744076326E-17, 5.000465775E+01, 9.379005432E+00, 4.084373685E-02
      3534, 2.300103664E+00, 7.099228241E-16, 9.942225456E+00,-8.415707387E-03, 1.659174268E-05,-2.037114238E-19, 5.000455856E+01, 9.724759102E+00, 0.000000000E+00
      3535, 2.400911808E+00,-1.045011652E-15, 9.537708282E+00,-1.136308908E-02, 1.135146376E-04,-4.187730891E-18, 5.000463486E+01, 9.350816727E+00, 4.623494415E-02
      3536, 2.300519943E+00, 1.226593308E-16, 9.711104393E+00,-9.304699488E-03, 7.619187818E-05, 1.210240675E-17, 5.000458908E+01, 9.462741852E+00, 4.623494415E-02
      3537, 2.601241350E+00,-8.100006139E-16, 9.422100067E+00,-1.391017437E-02, 1.341558382E-04,-7.579250812E-18, 5.000471878E+01, 9.294651031E+00, 4.084373685E-02
      3538, 2.300744772E+00,-9.629418887E-16, 9.595513344E+00,-9.664374404E-03, 1.260183926E-04,-2.406928823E-17, 5.000462341E+01, 9.377998352E+00, 4.623494415E-02
      3539, 2.200189352E+00, 1.419854648E-15, 9.884450912E+00,-7.174576633E-03, 1.872064968E-05,-1.300449684E-17, 5.000453186E+01, 9.622236252E+00, 3.665975914E-02
      3540, 2.401192904E+00,-8.098744589E-16, 9.422065735E+00,-1.251734234E-02, 1.855493319E-04,-1.998997756E-18, 5.000469971E+01, 9.207805634E+00, 3.746975161E-02
      3541, 2.200383186E+00, 1.126241159E-15, 9.768892288E+00,-7.644056343E-03, 7.485690730E-05, 3.001884765E-18, 5.000456238E+01, 9.537288666E+00, 3.665975914E-02
      3542, 2.501396656E+00,-4.927567584E-16, 9.364247322E+00,-1.313719153E-02, 1.592776534E-04, 5.560517189E-17, 5.000472641E+01, 9.183090210E+00, 4.068664902E-02
      3543, 2.200797796E+00,-1.044984971E-15, 9.537713051E+00,-9.047322907E-03, 1.372119295E-04, 1.364061858E-17, 5.000457764E+01, 9.309670448E+00, 3.469256751E-02
      3544, 2.301263809E+00,-4.927047188E-16, 9.364224434E+00,-1.176478621E-02, 1.898825722E-04,-1.875330945E-18, 5.000469208E+01, 9.150006294E+00, 3.746975161E-02
      3545, 2.501782417E+00,-1.251811332E-16, 9.248521805E+00,-1.478176285E-02, 1.950104052E-04,-2.137572346E-17, 5.000480652E+01, 9.098548889E+00, 4.068664902E-02
      3546, 2.100085974E+00, 7.099318238E-16, 9.942225456E+00,-5.649521481E-03, 2.172055611E-05,-2.668153784E-19, 5.000450897E+01, 9.685885429E+00, 0.000000000E+00
      3547, 2.100627184E+00,-9.628780436E-16, 9.595522881E+00,-7.378002163E-03, 1.518270292E-04,-2.749468947E-17, 5.000457001E+01, 9.337452888E+00, 3.469256751E-02
      3548, 2.201035738E+00,-8.098849939E-16, 9.422066689E+00,-1.031343918E-02, 2.032497578E-04, 5.454892180E-19, 5.000467300E+01, 9.177013397E+00, 3.746975161E-02
      3549, 2.100437403E+00, 1.227469325E-16, 9.711111069E+00,-7.195161656E-03, 8.862099639E-05, 1.663572708E-17, 5.000454712E+01, 9.422504425E+00, 3.469256751E-02
      3550, 2.301584005E+00,-1.250846508E-16, 9.248481750E+00,-1.343780849E-02, 2.583913738E-04, 6.691560283E-20, 5.000479507E+01, 9.017867088E+00, 4.283873031E-02
      3551, 2.602051020E+00,-7.497755655E-17, 9.190714836E+00,-1.694791578E-02, 1.777493453E-04,-1.013881497E-16, 5.000482559E+01, 9.040448189E+00, 3.747021453E-02
      3552, 2.401899099E+00,-7.467881200E-17, 9.190596581E+00,-1.482791919E-02, 2.287420357E-04,-2.482060645E-17, 5.000481033E+01, 8.991301537E+00, 4.283873031E-02
      3553, 2.000153780E+00, 1.419900917E-15, 9.884454727E+00,-3.820441663E-03, 2.489756844E-05,-5.521638377E-17, 5.000448227E+01, 9.587695122E+00, 3.636544161E-02
      3554, 2.000653267E+00,-1.045037063E-15, 9.537732124E+00,-5.949580576E-03, 1.641629642E-04, 7.331917191E-17, 5.000453186E+01, 9.268667221E+00, 3.744342213E-02
      3555, 2.101059675E+00,-4.927436823E-16, 9.364237785E+00,-8.752622642E-03, 2.260584006E-04,-2.901638416E-17, 5.000463867E+01, 9.108717918E+00, 4.286765267E-02
      3556, 2.000311613E+00, 1.126329462E-15, 9.768898964E+00,-4.495458677E-03, 9.257084457E-05, 1.184829687E-17, 5.000451660E+01, 9.502444267E+00, 3.636544161E-02
      3557, 2.402361393E+00, 4.907619429E-16, 9.074700356E+00,-1.721385680E-02, 2.611964301E-04, 8.629910480E-17, 5.000488663E+01, 8.906515121E+00, 4.283873031E-02
      3558, 1.900500417E+00,-9.628017047E-16, 9.595547676E+00,-3.715792904E-03, 1.797502919E-04,-7.492175825E-17, 5.000451279E+01, 9.297977448E+00, 3.744342213E-02
      3559, 2.000847816E+00,-8.100027844E-16, 9.422093391E+00,-7.526027970E-03, 2.370266157E-04, 6.080002495E-18, 5.000462341E+01, 9.137021065E+00, 4.286765267E-02
      3560, 2.201614618E+00,-7.465571050E-17, 9.190587997E+00,-1.259414572E-02, 2.892858756E-04, 1.250432388E-17, 5.000475311E+01, 8.954816818E+00, 3.639696198E-02
      3561, 1.900068164E+00, 7.099690933E-16, 9.942229271E+00,-2.427374944E-03, 2.584049980E-05,-3.176373552E-19, 5.000445557E+01, 9.650512695E+00, 0.000000000E+00
      3562, 1.900348544E+00, 1.229399237E-16, 9.711127281E+00,-3.499279032E-03, 1.089289799E-04, 3.955305050E-17, 5.000448608E+01, 9.383327484E+00, 3.744342213E-02
      3563, 1.900842667E+00,-4.929283355E-16, 9.364300728E+00,-6.332742982E-03, 2.466912847E-04,-9.809996782E-17, 5.000460434E+01, 9.080691338E+00, 4.286765267E-02
      3564, 2.101318359E+00,-1.251344802E-16, 9.248502731E+00,-1.078744512E-02, 3.028804203E-04, 1.020505295E-17, 5.000473785E+01, 8.982145309E+00, 3.639696198E-02
      3565, 2.502825022E+00, 1.003961259E-15, 9.016769409E+00,-1.917637140E-02, 2.512109058E-04,-9.270513027E-16, 5.000491714E+01, 8.823616982E+00, 3.834424547E-02
      3566, 2.302410603E+00, 1.005900435E-15, 9.016685486E+00,-1.672885753E-02, 3.102449409E-04,-5.588892793E-17, 5.000487518E+01, 8.806549072E+00, 3.651623017E-02
      3567, 1.800508499E+00,-1.045161471E-15, 9.537779808E+00,-1.833196031E-03, 1.928889833E-04, 1.462825900E-16, 5.000446701E+01, 9.231063843E+00, 4.085418885E-02
      3568, 2.001305819E+00,-7.482326420E-17, 9.190653801E+00,-1.035483740E-02, 3.201083455E-04, 5.908901840E-17, 5.000471878E+01, 8.924927711E+00, 3.639696198E-02
      3569, 2.201978922E+00, 4.908885743E-16, 9.074687958E+00,-1.478155237E-02, 3.501677420E-04,-4.892292897E-17, 5.000484467E+01, 8.825798035E+00, 3.656769993E-02
      3570, 1.800655961E+00,-8.103224864E-16, 9.422169685E+00,-3.877079813E-03, 2.870149910E-04, 1.289480607E-17, 5.000455856E+01, 9.096589088E+00, 3.933697916E-02
      3571, 1.800118923E+00, 1.420024160E-15, 9.884464264E+00,-4.453152651E-04, 2.889606003E-05,-1.219117580E-16, 5.000441742E+01, 9.554772377E+00, 3.652865027E-02
      3572, 1.800241590E+00, 1.126566419E-15, 9.768918037E+00,-8.749092813E-04, 1.100574009E-04, 1.790627650E-17, 5.000445557E+01, 9.469244003E+00, 3.652865027E-02
      3573, 1.700379372E+00,-9.626669206E-16, 9.595599174E+00,-1.616767695E-04, 2.057182573E-04,-1.180315001E-16, 5.000444794E+01, 9.261981964E+00, 4.085418885E-02
      3574, 1.901041985E+00,-1.253580572E-16, 9.248597145E+00,-7.649218664E-03, 3.538883466E-04, 3.574987257E-17, 5.000467300E+01, 8.947905540E+00, 3.605870915E-02
      3575, 2.101955652E+00, 1.004462808E-15, 9.016743660E+00,-1.468982175E-02, 3.681339731E-04, 7.801580020E-16, 5.000483704E+01, 8.767840385E+00, 3.656769993E-02
      3576, 1.700636268E+00,-4.932636017E-16, 9.364409447E+00,-2.705629915E-03, 2.972306975E-04,-1.137726184E-16, 5.000454330E+01, 9.041673660E+00, 3.933697916E-02
      3577, 2.403585196E+00, 1.452756902E-15, 8.842427254E+00,-2.093412913E-02, 3.163760994E-04, 3.959404690E-16, 5.000506973E+01, 8.679321289E+00, 3.834424547E-02
      3578, 2.302937031E+00, 1.486599997E-15, 8.900544167E+00,-1.898407564E-02, 3.748340241E-04,-7.828617312E-17, 5.000506210E+01, 8.680449486E+00, 4.207685994E-02
      3579, 1.600378394E+00,-1.045302184E-15, 9.537845612E+00, 1.222735271E-03, 2.057641832E-04, 1.495250321E-16, 5.000442505E+01, 9.207823753E+00, 4.085418885E-02
      3580, 1.700264454E+00, 1.233194077E-16, 9.711158752E+00,-2.964545274E-04, 1.331391832E-04, 6.681395888E-17, 5.000442505E+01, 9.347604752E+00, 4.085418885E-02
      3581, 1.800999522E+00,-7.522839079E-17, 9.190815926E+00,-7.446585689E-03, 3.645521065E-04, 1.022368767E-16, 5.000465775E+01, 8.892064095E+00, 3.605870915E-02
      3582, 2.001579046E+00, 4.892296603E-16, 9.074794769E+00,-1.134694088E-02, 4.171744222E-04,-2.130592794E-16, 5.000478363E+01, 8.789974213E+00, 3.634002110E-02
      3583, 1.801193833E+00, 4.855745543E-16, 9.075034142E+00,-9.907208383E-03, 4.484642996E-04,-3.680784319E-16, 5.000476074E+01, 8.762656212E+00, 3.634002110E-02
      3584, 2.202884436E+00, 1.453317955E-15, 8.842448235E+00,-1.903973706E-02, 3.964597709E-04,-7.272506301E-16, 5.000505447E+01, 8.622339249E+00, 4.207685994E-02
      3585, 1.700050831E+00, 7.100551730E-16, 9.942234993E+00, 1.958839595E-03, 3.458910578E-05,-4.252105395E-19, 5.000438309E+01, 9.618821144E+00, 0.000000000E+00
      3586, 1.901509285E+00, 9.994979248E-16, 9.016957283E+00,-1.140378416E-02, 4.255316744E-04, 1.722787935E-15, 5.000477600E+01, 8.733333588E+00, 3.634002110E-02
      3587, 2.102334738E+00, 1.486192468E-15, 8.900645256E+00,-1.688339189E-02, 4.532004823E-04, 1.155839984E-15, 5.000504303E+01, 8.631319046E+00, 4.102472931E-02
      3588, 1.600487828E+00,-8.107379560E-16, 9.422265053E+00, 8.607476484E-04, 3.371704661E-04, 1.227011927E-17, 5.000447083E+01, 9.065095901E+00, 3.502428932E-02
      3589, 1.700780511E+00,-1.257398837E-16, 9.248758316E+00,-3.773079719E-03, 4.065891262E-04, 4.186121529E-17, 5.000460815E+01, 8.904294968E+00, 3.858593871E-02
      3590, 1.500278950E+00,-9.624791969E-16, 9.595654488E+00, 4.888186697E-03, 2.257953311E-04,-1.119608150E-16, 5.000434875E+01, 9.236968040E+00, 3.912787927E-02
      3591, 1.600179195E+00, 1.126913174E-15, 9.768945694E+00, 3.072670661E-03, 1.196819940E-04, 1.779785629E-17, 5.000437927E+01, 9.435175896E+00, 3.597609259E-02
      3592, 2.002213240E+00, 1.455563545E-15, 8.842699051E+00,-1.647301205E-02, 4.657341924E-04,-2.002448568E-15, 5.000503159E+01, 8.573757172E+00, 4.102472931E-02
      3593, 1.901764393E+00, 1.484102097E-15, 8.900959969E+00,-1.452691108E-02, 4.986276035E-04, 2.534127761E-15, 5.000501251E+01, 8.602104187E+00, 4.102472931E-02
      3594, 1.500472546E+00,-4.935971739E-16, 9.364515305E+00, 2.241517883E-03, 3.361052659E-04,-9.171291588E-17, 5.000445175E+01, 9.011559486E+00, 3.502428932E-02
      3595, 1.600741863E+00,-7.569528462E-17, 9.191001892E+00,-2.867640695E-03, 4.128305882E-04, 8.317948245E-17, 5.000458908E+01, 8.849896431E+00, 3.858593871E-02
      3596, 2.304250717E+00,-3.794184826E-16, 8.667593002E+00,-2.391508408E-02, 3.960956528E-04, 1.271015289E-16, 5.000520706E+01, 8.476408005E+00, 4.020589288E-02
      3597, 1.701113105E+00, 9.923953418E-16, 9.017274857E+00,-8.395683020E-03, 4.936047480E-04, 1.853599468E-15, 5.000472641E+01, 8.687927246E+00, 3.947201733E-02
      3598, 2.203420877E+00, 5.203089932E-16, 8.725983620E+00,-2.278151549E-02, 4.580735113E-04,-1.326296894E-16, 5.000518799E+01, 8.480875969E+00, 3.595624129E-02
      3599, 1.600088477E+00, 1.420191238E-15, 9.884476662E+00, 4.159888253E-03, 3.558030585E-05,-1.150550263E-16, 5.000434875E+01, 9.520941734E+00, 3.597609259E-02
      3600, 1.500194669E+00, 1.237497401E-16, 9.711194038E+00, 4.644927103E-03, 1.479778730E-04, 5.752031338E-17, 5.000434494E+01, 9.322839737E+00, 3.912787927E-02
      3601, 1.400279999E+00,-1.045420663E-15, 9.537905693E+00, 5.707440898E-03, 2.239209425E-04, 1.169057933E-16, 5.000433350E+01, 9.184223175E+00, 3.912787927E-02
      3602, 2.002535343E+00, 5.252073847E-16, 8.726368904E+00,-1.908869296E-02, 5.237694131E-04,-3.682899255E-16, 5.000515747E+01, 8.488270760E+00, 4.102472931E-02
      3603, 1.400364280E+00,-8.111028684E-16, 9.422347069E+00, 4.188731778E-03, 3.531256807E-04, 9.792759661E-18, 5.000442505E+01, 9.044469833E+00, 3.502428932E-02
      3604, 1.500582337E+00,-1.260783131E-16, 9.248902321E+00,-7.797166472E-04, 4.383531923E-04, 3.382456668E-17, 5.000456619E+01, 8.881790161E+00, 3.858593871E-02
      3605, 1.600880027E+00, 4.816369099E-16, 9.075299263E+00,-4.894704092E-03, 5.019836244E-04,-2.962921249E-16, 5.000468445E+01, 8.764139175E+00, 3.858593871E-02
      3606, 2.103193760E+00,-3.771726806E-16, 8.667849541E+00,-2.313031815E-02, 4.796370049E-04, 1.304864420E-15, 5.000518799E+01, 8.422914505E+00, 3.595624129E-02
      3607, 1.801617742E+00, 1.459036804E-15, 8.843175888E+00,-1.266218629E-02, 5.357943010E-04,-2.961885752E-15, 5.000498199E+01, 8.533402443E+00, 3.915226428E-02
      3608, 1.701281905E+00, 1.481253419E-15, 8.901413918E+00,-1.043806039E-02, 5.752347643E-04, 2.701609891E-15, 5.000495148E+01, 8.563426971E+00, 3.915226428E-02
      3609, 2.103599787E+00,-1.122420405E-15, 8.551012039E+00,-2.517343126E-02, 5.548804183E-04,-1.215299156E-15, 5.000539017E+01, 8.337298393E+00, 3.595624129E-02
      3610, 1.500037670E+00, 7.101359588E-16, 9.942240715E+00, 5.746319424E-03, 3.331144035E-05,-4.095404300E-19, 5.000430679E+01, 9.590840340E+00, 0.000000000E+00
      3611, 1.400130868E+00, 1.127253998E-15, 9.768972397E+00, 8.078150451E-03, 1.203428255E-04, 1.930218680E-17, 5.000429916E+01, 9.413163185E+00, 3.584027271E-02
      3612, 1.300207734E+00,-9.622999436E-16, 9.595698357E+00, 9.685382247E-03, 2.454656642E-04,-8.925694385E-17, 5.000428009E+01, 9.233966827E+00, 4.090063262E-02
      3613, 1.902267575E+00,-3.712776224E-16, 8.668504715E+00,-2.114384808E-02, 5.802342785E-04, 2.246209403E-15, 5.000514221E+01, 8.381013870E+00, 3.751423641E-02
      3614, 1.801798463E+00, 5.340133510E-16, 8.727051735E+00,-1.624489948E-02, 6.203351659E-04,-5.265021275E-16, 5.000511551E+01, 8.447714806E+00, 3.915226428E-02
      3615, 1.300354838E+00,-4.938736243E-16, 9.364604950E+00, 6.842018105E-03, 3.706268617E-04,-8.791524366E-17, 5.000437164E+01, 8.975621223E+00, 3.821380407E-02
      3616, 1.400556207E+00,-7.608457567E-17, 9.191157341E+00, 1.748259179E-03, 4.696787801E-04, 7.258055918E-17, 5.000450897E+01, 8.813677788E+00, 3.850506215E-02
      3617, 1.500822902E+00, 9.859284570E-16, 9.017556190E+00,-4.064905457E-03, 5.629626685E-04, 1.427182753E-15, 5.000464630E+01, 8.661895752E+00, 4.047024680E-02
      3618, 1.400064588E+00, 1.420362021E-15, 9.884488106E+00, 8.660649881E-03, 2.838643559E-05,-1.279799021E-16, 5.000426865E+01, 9.499148369E+00, 3.584027271E-02
      3619, 1.300142884E+00, 1.241456354E-16, 9.711225510E+00, 1.002679951E-02, 1.364382333E-04, 4.885855446E-17, 5.000426102E+01, 9.320034981E+00, 4.090063262E-02
      3620, 1.300436854E+00,-1.263741658E-16, 9.249028206E+00, 4.979420919E-03, 4.883778747E-04, 3.223468584E-17, 5.000446701E+01, 8.889559746E+00, 3.821380407E-02
      3621, 1.400658607E+00, 4.785900794E-16, 9.075512886E+00, 6.005928735E-04, 5.813380121E-04,-2.617264044E-16, 5.000461197E+01, 8.727697372E+00, 3.850506215E-02
      3622, 1.200271130E+00,-8.114410463E-16, 9.422424316E+00, 1.022119541E-02, 3.808237961E-04, 1.053031360E-17, 5.000431824E+01, 9.050165176E+00, 4.037851416E-02
      3623, 1.200208426E+00,-1.045549730E-15, 9.537959099E+00, 1.190123428E-02, 2.820641675E-04, 1.281553438E-16, 5.000423431E+01, 9.136317253E+00, 4.037851416E-02
      3624, 1.601166248E+00, 1.462744161E-15, 8.843685150E+00,-9.414540604E-03, 6.135512376E-04,-2.377121310E-15, 5.000490189E+01, 8.513346672E+00, 3.474401977E-02
      3625, 1.500940323E+00, 1.478177843E-15, 8.901803017E+00,-6.136650220E-03, 6.394408410E-04, 2.064937576E-15, 5.000487137E+01, 8.545086861E+00, 3.474401977E-02
      3626, 2.003086567E+00,-9.712595405E-16, 8.493006706E+00,-2.511143871E-02, 6.126451772E-04, 1.504113674E-15, 5.000538254E+01, 8.235705376E+00, 3.795013609E-02
      3627, 1.902412534E+00,-1.122496850E-15, 8.551980972E+00,-2.350250073E-02, 6.860981230E-04,-2.111853037E-15, 5.000537872E+01, 8.246063232E+00, 2.620427480E-02
      3628, 1.701572418E+00,-3.631848314E-16, 8.669365883E+00,-1.507918257E-02, 6.900682347E-04, 2.235712971E-15, 5.000512695E+01, 8.344038010E+00, 6.530783466E-02
      3629, 1.300027132E+00, 7.102261148E-16, 9.942247391E+00, 1.161579788E-02, 3.169825141E-05,-3.896351557E-19, 5.000422287E+01, 9.566654205E+00, 0.000000000E+00
      3630, 1.100152135E+00,-9.621558421E-16, 9.595745087E+00, 1.374801900E-02, 3.016726114E-04,-9.612511050E-17, 5.000420761E+01, 9.171791077E+00, 4.037851416E-02
      3631, 1.200096846E+00, 1.127548342E-15, 9.768994331E+00, 1.355617866E-02, 1.278062409E-04, 1.444106472E-17, 5.000419998E+01, 9.392751694E+00, 3.436779982E-02
      3632, 1.801983476E+00,-9.762485645E-16, 8.494328499E+00,-2.248262241E-02, 6.950897514E-04, 1.807117688E-15, 5.000536346E+01, 8.189487457E+00, 2.620427480E-02
      3633, 1.200413704E+00,-7.644701974E-17, 9.191302299E+00, 7.490120828E-03, 5.248843809E-04, 7.121853021E-17, 5.000441360E+01, 8.783781052E+00, 5.549203701E-02
      3634, 1.300616384E+00, 9.806207368E-16, 9.017788887E+00,-1.506232074E-04, 6.230031722E-04, 1.270085247E-15, 5.000457764E+01, 8.613559723E+00, 4.372759106E-02
      3635, 1.100260139E+00,-4.941585450E-16, 9.364695549E+00, 1.317917835E-02, 4.137392098E-04,-8.813208410E-17, 5.000426865E+01, 8.953383446E+00, 4.143296518E-02
      3636, 1.200047374E+00, 1.420520733E-15, 9.884499550E+00, 1.379759330E-02, 4.326004637E-05,-9.696070851E-17, 5.000417328E+01, 9.478917122E+00, 3.436779982E-02
      3637, 1.100105643E+00, 1.244966776E-16, 9.711254120E+00, 1.564824954E-02, 1.367128716E-04, 5.354497600E-17, 5.000415802E+01, 9.318902969E+00, 5.377459871E-02
      3638, 1.601276040E+00, 5.433295487E-16, 8.727761269E+00,-1.157083269E-02, 7.717265398E-04,-4.023897779E-16, 5.000507355E+01, 8.386725426E+00, 3.223646438E-02
      3639, 1.400862813E+00, 1.465826620E-15, 8.844088554E+00,-6.518650800E-03, 7.122696261E-04,-1.922054977E-15, 5.000482941E+01, 8.451032639E+00, 3.223646438E-02
      3640, 1.701612473E+00,-1.122227599E-15, 8.553166389E+00,-2.081454173E-02, 7.339169970E-04,-2.124568696E-15, 5.000533676E+01, 8.219375610E+00, 2.620427480E-02
      3641, 2.003108263E+00,-5.864805834E-16, 8.375882149E+00,-2.981858701E-02, 6.698992802E-04, 1.032085929E-15, 5.000557327E+01, 8.093406677E+00, 3.997702561E-02
      3642, 1.801823616E+00,-5.938334117E-16, 8.377764702E+00,-2.621202171E-02, 7.975799963E-04, 1.184646728E-15, 5.000555801E+01, 8.103547096E+00, 2.620427480E-02
      3643, 1.200490713E+00, 4.758731683E-16, 9.075707436E+00, 6.400588434E-03, 6.577904569E-04,-2.565696679E-16, 5.000451660E+01, 8.697618484E+00, 5.549203701E-02
      3644, 1.300703287E+00, 1.475607945E-15, 8.902118683E+00,-1.452130848E-03, 7.478239131E-04, 1.828351110E-15, 5.000476837E+01, 8.527488708E+00, 4.372759106E-02
      3645, 1.100320578E+00,-1.266639702E-16, 9.249151230E+00, 1.207572222E-02, 5.526249297E-04, 3.228889595E-17, 5.000437546E+01, 8.867143631E+00, 4.143296518E-02
      3646, 1.000151038E+00,-1.045658679E-15, 9.538012505E+00, 1.804579236E-02, 2.969876223E-04, 1.088335693E-16, 5.000413513E+01, 9.114943504E+00, 4.256637700E-02
      3647, 1.501126766E+00,-3.563953594E-16, 8.670096397E+00,-1.170211658E-02, 7.872396964E-04, 1.631963133E-15, 5.000506973E+01, 8.332619667E+00, 3.223646438E-02
      3648, 1.400939465E+00, 5.506681363E-16, 8.728306770E+00,-8.409402333E-03, 8.077421226E-04,-3.145490731E-16, 5.000504303E+01, 8.365038872E+00, 3.223646438E-02
