cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,        pressure,      z-velocity,      y-velocity,      x-velocity,cell-wall-distance,boundary-normal-dist
         1, 3.010225594E-01,-1.105009113E-15, 4.769532979E-01,-4.334833984E+02,-7.343785286E+00, 4.846123502E-14, 5.522798157E+01, 3.554002941E-02, 4.981592806E-03
         2, 3.254669905E-01,-1.064194513E-15, 4.704845250E-01,-3.352304077E+02,-7.998519897E+00, 5.410949466E-14, 5.346007919E+01, 3.401079029E-02, 4.802579439E-03
         3, 3.488992453E-01,-1.015282596E-15, 4.630245864E-01,-2.476936951E+02,-8.391731262E+00, 5.795364189E-14, 5.185877991E+01, 3.163842112E-02, 4.526994241E-03
         4, 3.695785701E-01,-9.624165165E-16, 4.551835060E-01,-1.602193146E+02,-8.544390678E+00, 5.959122085E-14, 5.030487061E+01, 2.846333571E-02, 4.169334102E-03
         5, 3.871173859E-01,-9.110200396E-16, 4.477025270E-01,-8.871329498E+01,-8.572987556E+00, 5.999367669E-14, 4.886408234E+01, 2.500064671E-02, 3.748061151E-03
         6, 4.022323787E-01,-8.633169439E-16, 4.408346415E-01,-2.833626747E+01,-8.484722137E+00, 5.932754288E-14, 4.752524185E+01, 2.159052528E-02, 3.325583907E-03
         7, 4.152557552E-01,-8.200091552E-16, 4.346256256E-01, 2.832833290E+01,-8.378482819E+00, 5.834221994E-14, 4.616087723E+01, 1.831893809E-02, 2.899955499E-03
         8, 4.262343943E-01,-7.818480974E-16, 4.291491508E-01, 7.496779633E+01,-8.219132423E+00, 5.679484660E-14, 4.477512360E+01, 1.528476179E-02, 2.502115013E-03
         9, 4.354198277E-01,-7.489408674E-16, 4.244035780E-01, 1.130391235E+02,-8.020024300E+00, 5.489358967E-14, 4.328704071E+01, 1.255030371E-02, 2.137366699E-03
        10, 4.431591928E-01,-7.205873924E-16, 4.202828407E-01, 1.437156067E+02,-7.776309490E+00, 5.261069358E-14, 4.161547852E+01, 1.008118130E-02, 1.797034961E-03
        11, 4.498624802E-01,-6.948384379E-16, 4.165199101E-01, 1.789712067E+02,-7.503746510E+00, 5.102862577E-14, 3.976360703E+01, 7.788811345E-03, 1.485881511E-03
        12, 4.534618556E-01,-6.419467890E-16, 4.148552716E-01, 1.693031769E+02,-7.307912827E+00, 9.344747198E-13, 3.813434219E+01, 6.698833779E-03, 1.224980228E-03
        13, 4.633847773E-01,-6.183504098E-16, 4.104439914E-01, 2.046571808E+02,-7.119992256E+00,-8.579109645E-13, 3.533366394E+01, 4.691811278E-03, 8.097974344E-04
        14, 4.666218460E-01,-6.196846985E-16, 4.052481353E-01, 1.656216888E+02,-8.034259796E+00, 5.240252676E-14, 1.883272934E+01, 5.788313691E-03, 1.187529173E-03
        15, 4.667201936E-01,-5.883060982E-16, 4.003810883E-01, 1.917888947E+02,-2.232052565E+00, 1.409983241E-14,-3.274423122E+00, 6.139520556E-03, 9.938889624E-04
        16, 4.664894342E-01,-5.488171575E-16, 3.941019475E-01, 1.923542480E+02, 4.624347210E+00,-2.847722058E-14, 1.413822556E+01, 5.748396274E-03, 8.014689750E-04
        17, 4.635298252E-01,-5.186615670E-16, 3.904562294E-01, 1.946006470E+02, 7.494919300E+00,-2.513093900E-13, 3.429135513E+01, 4.199641757E-03, 8.217872372E-04
        18, 4.595654905E-01,-5.016558453E-16, 3.876296282E-01, 1.923411865E+02, 7.335778713E+00, 8.831219718E-14, 3.687725067E+01, 5.456994288E-03, 1.049020832E-03
        19, 4.540595114E-01,-4.910223525E-16, 3.844943047E-01, 1.765106812E+02, 7.428783894E+00,-4.481831573E-14, 3.887357712E+01, 7.384794764E-03, 1.331766702E-03
        20, 4.468359053E-01,-4.703924416E-16, 3.808846772E-01, 1.467259064E+02, 7.721743584E+00,-4.617140004E-14, 4.084042740E+01, 9.483292699E-03, 1.657191891E-03
        21, 4.418822527E-01,-4.561342831E-16, 3.783708513E-01, 1.276366653E+02, 7.791250229E+00,-4.317379787E-14, 4.248759079E+01, 1.121533010E-02, 2.086828235E-03
        22, 4.324190319E-01,-4.267693978E-16, 3.729068935E-01, 8.426165771E+01, 8.053976059E+00,-4.468300729E-14, 4.438959122E+01, 1.455698162E-02, 2.511725507E-03
        23, 4.214251041E-01,-3.969746962E-16, 3.671480417E-01, 3.828181458E+01, 8.221424103E+00,-4.347910920E-14, 4.598715210E+01, 1.785670407E-02, 2.891915430E-03
        24, 4.083464444E-01,-3.650529891E-16, 3.606021702E-01,-2.161092567E+01, 8.341592789E+00,-4.207745263E-14, 4.745636368E+01, 2.145124972E-02, 3.314584505E-03
        25, 3.928470314E-01,-3.316414833E-16, 3.532358706E-01,-8.920075226E+01, 8.441178322E+00,-4.005129561E-14, 4.893941498E+01, 2.524325810E-02, 3.733808384E-03
        26, 3.746050596E-01,-2.985983839E-16, 3.452793062E-01,-1.667717896E+02, 8.434731483E+00,-3.733124920E-14, 5.040099716E+01, 2.893470600E-02, 4.132860737E-03
        27, 3.531498909E-01,-2.679312649E-16, 3.371301889E-01,-2.524163513E+02, 8.331202507E+00,-3.412548022E-14, 5.204161072E+01, 3.219474107E-02, 4.505791325E-03
        28, 2.708112299E-01,-1.140880959E-15, 4.828423560E-01,-5.133888550E+02,-6.478234291E+00, 4.199418591E-14, 5.669147110E+01, 3.621814772E-02, 5.075676371E-03
        29, 2.452014685E-01,-1.159877367E-15, 4.859835804E-01,-6.019567871E+02,-5.021261692E+00, 3.201605647E-14, 5.822623825E+01, 3.597059101E-02, 5.107384260E-03
        30, 2.190269381E-01,-1.172269564E-15, 4.880509079E-01,-6.677845459E+02,-3.323614120E+00, 2.074729277E-14, 5.949964523E+01, 3.549223021E-02, 5.086619881E-03
        31, 1.927398890E-01,-1.174714313E-15, 4.884297848E-01,-7.194197998E+02,-1.407510996E+00, 7.698919627E-15, 6.038223267E+01, 3.446343541E-02, 5.002462242E-03
        32, 1.681744307E-01,-1.166215185E-15, 4.869490862E-01,-7.375209351E+02, 7.747337818E-01,-6.553785292E-15, 6.056318283E+01, 3.279278800E-02, 4.853369748E-03
        33, 1.466312557E-01,-1.151607890E-15, 4.844403267E-01,-7.280892334E+02, 2.819519997E+00,-1.855113285E-14, 6.023702240E+01, 3.117330186E-02, 4.674097050E-03
        34, 1.254828721E-01,-1.132755266E-15, 4.812136590E-01,-6.699297485E+02, 4.164988518E+00,-2.661759702E-14, 5.970096207E+01, 2.992696129E-02, 4.487396716E-03
        35, 1.121351123E-01,-1.122694314E-15, 4.796237051E-01,-6.594823608E+02, 5.234375000E+00,-3.377853552E-14, 5.945597076E+01, 2.959330380E-02, 4.251399452E-03
        36, 8.423123509E-02,-1.099975938E-15, 4.760229588E-01,-6.408560791E+02, 7.088625431E+00,-4.700406731E-14, 5.902812958E+01, 2.866138145E-02, 3.964156742E-03
        37, 6.287989020E-02,-1.064520621E-15, 4.704566300E-01,-6.501415405E+02, 9.314815521E+00,-6.289413435E-14, 5.868510818E+01, 2.581627481E-02, 3.637823025E-03
        38, 4.456080869E-02,-1.020514295E-15, 4.637447894E-01,-6.351828003E+02, 1.216837597E+01,-8.310019339E-14, 5.738020706E+01, 2.257662080E-02, 3.282015950E-03
        39, 2.918289043E-02,-9.712537171E-16, 4.564320147E-01,-5.245364380E+02, 1.580652905E+01,-1.093014568E-13, 5.524667358E+01, 1.960644685E-02, 2.935103567E-03
        40, 1.655350998E-02,-9.177156232E-16, 4.486466348E-01,-3.297772217E+02, 1.955959511E+01,-1.364186542E-13, 5.176704025E+01, 1.707834750E-02, 2.621293087E-03
        41, 6.536415312E-03,-8.605135295E-16, 4.404292405E-01,-4.578657532E+01, 2.209731102E+01,-1.544875339E-13, 4.581172562E+01, 1.497641671E-02, 2.328362983E-03
        42,-1.039629919E-03,-8.007813484E-16, 4.318715036E-01, 2.968413086E+02, 2.219279099E+01,-1.544320227E-13, 3.792982864E+01, 1.331317332E-02, 2.045340840E-03
        43,-6.392005831E-03,-7.402225161E-16, 4.231347144E-01, 7.276588135E+02, 1.957433510E+01,-1.347810752E-13, 2.955206871E+01, 1.222376432E-02, 1.816296396E-03
        44,-9.828376584E-03,-6.778433571E-16, 4.139736891E-01, 1.081425659E+03, 1.388239288E+01,-9.392486788E-14, 2.195419121E+01, 1.159358677E-02, 1.613519290E-03
        45,-1.160825510E-02,-6.127116586E-16, 4.041229188E-01, 1.238119019E+03, 6.947918892E+00,-4.574118861E-14, 1.741463280E+01, 1.129834726E-02, 1.362839138E-03
        46,-1.100763306E-02,-5.484655859E-16, 3.939894438E-01, 1.244155518E+03,-4.594755173E+00, 2.819966483E-14, 1.708646393E+01, 1.100076921E-02, 1.539411587E-03
        47,-7.757386193E-03,-4.898063309E-16, 3.842264116E-01, 1.063287231E+03,-1.324088383E+01, 7.882583475E-14, 2.470574379E+01, 1.027831249E-02, 1.106897277E-03
        48,-5.420583766E-03,-4.598351818E-16, 3.790183961E-01, 8.161625977E+02,-1.871833038E+01, 1.035838082E-13, 2.713107300E+01, 1.042287517E-02, 1.448917235E-03
        49,-7.654514047E-04,-4.124775432E-16, 3.702892065E-01, 3.891212463E+02,-2.301241112E+01, 1.209865541E-13, 3.645601654E+01, 1.174869575E-02, 1.783807530E-03
        50, 5.476837512E-03,-3.738272181E-16, 3.626309931E-01, 3.959293127E+00,-2.300855446E+01, 1.146756301E-13, 4.380037689E+01, 1.323090959E-02, 2.101877748E-03
        51, 1.363152266E-02,-3.395299805E-16, 3.553223312E-01,-2.538648834E+02,-2.092796135E+01, 9.831024883E-14, 4.987281418E+01, 1.499906555E-02, 2.424662045E-03
        52, 2.402731776E-02,-3.089944428E-16, 3.482773006E-01,-4.845657959E+02,-1.760741043E+01, 7.718825579E-14, 5.446769333E+01, 1.709952019E-02, 2.743510260E-03
        53, 3.682289645E-02,-2.824763823E-16, 3.416077793E-01,-6.017717896E+02,-1.458244038E+01, 5.934142067E-14, 5.736432266E+01, 1.946755126E-02, 3.037096209E-03
        54, 5.199127272E-02,-2.598365151E-16, 3.353774250E-01,-6.444240723E+02,-1.152097034E+01, 4.363176487E-14, 5.862142563E+01, 2.207244933E-02, 3.302791571E-03
        55, 6.954259425E-02,-2.402523193E-16, 3.294941485E-01,-6.795458374E+02,-8.760273933E+00, 3.168298957E-14, 5.920553970E+01, 2.504542284E-02, 3.623220845E-03
        56, 3.290161192E-01,-2.423484347E-16, 3.295825422E-01,-3.543382874E+02, 7.966289520E+00,-2.982336600E-14, 5.377769089E+01, 3.453176841E-02, 4.808607480E-03
        57, 3.037318289E-01,-2.232151250E-16, 3.233602643E-01,-4.524853210E+02, 7.331696033E+00,-2.531308496E-14, 5.543077469E+01, 3.576602414E-02, 5.012948563E-03
        58, 2.781930268E-01,-2.094894061E-16, 3.185501099E-01,-5.467563477E+02, 6.459052086E+00,-2.081668171E-14, 5.703093719E+01, 3.613112122E-02, 5.108615852E-03
        59, 2.528291643E-01,-1.996011038E-16, 3.148176968E-01,-6.304199829E+02, 5.230934143E+00,-1.584843368E-14, 5.847900772E+01, 3.610685095E-02, 5.119833587E-03
        60, 2.222837806E-01,-1.932707501E-16, 3.123702109E-01,-7.027448730E+02, 3.434388638E+00,-9.797718192E-15, 5.979173279E+01, 3.533959389E-02, 5.064847485E-03
        61, 1.966817230E-01,-1.926847886E-16, 3.122864664E-01,-7.480893555E+02, 1.531189919E+00,-3.164135620E-15, 6.077598190E+01, 3.393037245E-02, 4.943789523E-03
        62, 1.725346446E-01,-1.963622351E-16, 3.138836920E-01,-7.696207275E+02,-5.360226035E-01, 3.108624469E-15, 6.118482971E+01, 3.196104988E-02, 4.777902805E-03
        63, 1.504408568E-01,-2.029995588E-16, 3.167971671E-01,-7.564570923E+02,-2.384553432E+00, 6.980527267E-15, 6.100152588E+01, 2.991129830E-02, 4.609558739E-03
        64, 1.377627701E-01,-2.064942976E-16, 3.180445731E-01,-7.423557739E+02,-3.709794521E+00, 1.111610803E-14, 6.068472290E+01, 2.952589840E-02, 4.463553414E-03
        65, 1.157514155E-01,-2.112794117E-16, 3.196574748E-01,-6.825125732E+02,-5.211916447E+00, 1.637578961E-14, 5.998040009E+01, 2.989700437E-02, 4.295903207E-03
        66, 8.976430446E-02,-2.239402911E-16, 3.241585195E-01,-6.662874146E+02,-6.732667923E+00, 2.303365831E-14, 5.950788879E+01, 2.805366367E-02, 4.001401735E-03
        67, 4.956643581E+00, 8.442136510E-16, 9.889996529E+00,-6.373269134E-04,-1.680161586E-05,-9.736525009E-13, 5.000443649E+01, 9.884981155E+00, 0.000000000E+00
        68, 4.889976978E+00, 8.442136510E-16, 9.956662178E+00,-1.429220079E-03,-5.246491128E-06, 1.022262888E-19, 5.000445557E+01, 9.967496872E+00, 0.000000000E+00
        69, 4.903331757E+00, 8.364145422E-16, 9.793236732E+00,-1.431641169E-03,-2.692885755E-05,-4.949066580E-13, 5.000446701E+01, 9.799448967E+00, 2.276700046E-02
        70, 4.793171406E+00, 1.611100817E-15, 9.903400421E+00,-2.623009495E-03,-9.303796105E-06, 2.302299546E-13, 5.000447083E+01, 9.899489403E+00, 2.806067454E-02
        71, 4.806526184E+00, 1.603301656E-15, 9.806641579E+00,-2.329770243E-03,-2.862314977E-05,-7.846673471E-14, 5.000447845E+01, 9.809501648E+00, 2.276700046E-02
        72, 4.946688175E+00,-7.799150988E-18, 9.703242302E+00,-7.208474563E-04,-4.085765977E-05, 7.315323816E-15, 5.000445938E+01, 9.704829216E+00, 0.000000000E+00
        73, 4.703194618E+00, 7.668871662E-16, 9.946737289E+00,-3.799827769E-03,-5.725118172E-06, 8.216219588E-20, 5.000448608E+01, 9.960053444E+00, 0.000000000E+00
        74, 4.888320923E+00,-4.414465994E-16, 9.607147217E+00,-1.928635407E-03,-4.702728984E-05, 2.172394819E-13, 5.000449753E+01, 9.622148514E+00, 3.695448121E-02
        75, 4.728538990E+00, 4.040226456E-16, 9.728743553E+00,-3.431562800E-03,-4.019331755E-05,-4.793237645E-14, 5.000450516E+01, 9.713346481E+00, 3.695448121E-02
        76, 4.607037067E+00, 1.469685067E-15, 9.888454437E+00,-4.303307738E-03,-1.386380245E-05, 9.817492176E-14, 5.000450516E+01, 9.883476257E+00, 3.286433227E-02
        77, 4.766976833E+00,-7.965120377E-16, 9.619245529E+00,-3.322874894E-03,-4.508691927E-05, 1.431127725E-13, 5.000451279E+01, 9.631222725E+00, 3.695448121E-02
        78, 4.703571796E+00,-1.019719354E-15, 9.521425247E+00,-3.898298368E-03,-4.388612069E-05,-1.232963350E-13, 5.000454330E+01, 9.557857513E+00, 3.695448121E-02
        79, 4.941632748E+00,-4.336474377E-16, 9.503905296E+00,-1.375266700E-03,-6.609871343E-05, 3.715136693E-13, 5.000451279E+01, 9.483535767E+00, 3.915533122E-02
        80, 4.619026184E+00, 1.114619655E-15, 9.767219543E+00,-4.679888021E-03,-3.227360139E-05,-1.462574373E-14, 5.000452423E+01, 9.751160622E+00, 3.698511400E-02
        81, 4.503842354E+00, 7.027978477E-16, 9.941717148E+00,-5.461454857E-03,-9.849433809E-06, 1.185846126E-19, 5.000452042E+01, 9.956288338E+00, 0.000000000E+00
        82, 4.882794857E+00,-4.932110327E-16, 9.406520844E+00,-2.124142135E-03,-6.987988309E-05, 1.950347995E-13, 5.000452805E+01, 9.410497665E+00, 3.915533122E-02
        83, 4.766077995E+00,-7.242175639E-16, 9.411942482E+00,-3.684436902E-03,-6.698970537E-05,-2.365046771E-14, 5.000454712E+01, 9.414563179E+00, 3.915533122E-02
        84, 4.521137238E+00, 4.241145914E-17, 9.703926086E+00,-5.305421073E-03,-3.035928967E-05, 2.055770562E-14, 5.000453568E+01, 9.703690529E+00, 3.698511400E-02
        85, 4.406397343E+00, 1.399401873E-15, 9.882999420E+00,-6.376891397E-03,-1.187014823E-05, 8.379770639E-15, 5.000453568E+01, 9.872209549E+00, 4.003977775E-02
        86, 4.595236301E+00,-1.001130157E-15, 9.517628670E+00,-4.544740543E-03,-5.134163075E-05, 1.417173568E-13, 5.000456238E+01, 9.517453194E+00, 4.748817573E-02
        87, 4.517259121E+00,-1.075444699E-15, 9.595652580E+00,-5.361403804E-03,-4.786635691E-05,-2.790739272E-14, 5.000456238E+01, 9.575970650E+00, 4.748817573E-02
        88, 4.411702633E+00, 1.094080906E-15, 9.766444206E+00,-6.527259946E-03,-2.628368929E-05,-9.783230541E-16, 5.000455475E+01, 9.784792900E+00, 4.003977775E-02
        89, 4.941162586E+00,-5.956356199E-17, 9.302615166E+00,-1.277504372E-03,-8.477033407E-05, 5.062143077E-14, 5.000456619E+01, 9.284004211E+00, 3.674971247E-02
        90, 4.705833435E+00,-3.291796614E-16, 9.312552452E+00,-4.324057139E-03,-7.449591794E-05, 5.819977611E-14, 5.000461197E+01, 9.314189911E+00, 4.165880805E-02
        91, 4.302555084E+00, 6.966040780E-16, 9.941282272E+00,-7.643137127E-03,-1.467184211E-05, 1.740652707E-19, 5.000455475E+01, 9.922569275E+00, 3.339242965E-02
        92, 4.540127277E+00,-7.230853455E-16, 9.414694786E+00,-5.569121800E-03,-6.533350825E-05, 1.794240331E-14, 5.000461197E+01, 9.390796661E+00, 4.165880805E-02
        93, 4.881826878E+00,-3.928283707E-17, 9.204367638E+00,-2.112904098E-03,-8.978877304E-05, 1.443392084E-14, 5.000460052E+01, 9.210317612E+00, 3.674971247E-02
        94, 4.588218212E+00,-3.466365870E-16, 9.319101334E+00,-5.216768011E-03,-7.341180753E-05,-5.919465357E-14, 5.000461960E+01, 9.319101334E+00, 4.165880805E-02
        95, 4.414297581E+00,-1.077612680E-15, 9.540639877E+00,-6.886645220E-03,-4.429076944E-05,-6.275000820E-14, 5.000458527E+01, 9.512124062E+00, 3.657472059E-02
        96, 4.312297344E+00, 6.544318164E-17, 9.706337929E+00,-7.674621418E-03,-2.888860399E-05,-8.180054670E-15, 5.000457382E+01, 9.687750816E+00, 5.173553581E-02
        97, 4.204277515E+00, 1.386428081E-15, 9.882096291E+00,-8.215995505E-03,-1.443567362E-05, 9.101259751E-15, 5.000456238E+01, 9.878179550E+00, 3.339242965E-02
        98, 4.763214588E+00,-7.789244176E-17, 9.208882332E+00,-3.670869395E-03,-9.057736315E-05, 1.361397770E-14, 5.000462341E+01, 9.213704109E+00, 3.674971247E-02
        99, 4.432538986E+00,-8.493121541E-16, 9.433026314E+00,-7.073920220E-03,-6.285275595E-05,-8.651721578E-16, 5.000461197E+01, 9.431413651E+00, 3.657472059E-02
       100, 4.318770885E+00,-9.883941699E-16, 9.588808060E+00,-7.636911701E-03,-3.620986899E-05, 1.420351772E-14, 5.000458908E+01, 9.599603653E+00, 5.173553581E-02
       101, 4.940664291E+00, 2.028072658E-17, 9.101752281E+00,-7.783891051E-04,-1.059741408E-04,-1.709132917E-14, 5.000462723E+01, 9.102613449E+00, 0.000000000E+00
       102, 4.523855686E+00,-1.082208469E-16, 9.219285011E+00,-6.046392024E-03,-8.512692148E-05,-6.010312860E-15, 5.000468063E+01, 9.196305275E+00, 3.491075386E-02
       103, 4.347919941E+00,-4.732896649E-16, 9.348396301E+00,-8.136327378E-03,-5.840718222E-05, 5.891563414E-14, 5.000463867E+01, 9.367940903E+00, 3.657472059E-02
       104, 4.208714962E+00, 1.060588164E-15, 9.763707161E+00,-8.694269694E-03,-3.027698767E-05,-9.271622508E-16, 5.000458908E+01, 9.739558220E+00, 4.053829660E-02
       105, 4.101722717E+00, 6.898240558E-16, 9.940814018E+00,-8.896744810E-03,-5.148205673E-06, 6.013933926E-20, 5.000457764E+01, 9.955611229E+00, 0.000000000E+00
       106, 4.702791691E+00, 8.849121118E-18, 9.108708382E+00,-5.075488240E-03,-9.986736404E-05, 2.041876088E-14, 5.000470352E+01, 9.113372803E+00, 3.491075386E-02
       107, 4.581048489E+00,-4.022348535E-18, 9.112563133E+00,-5.722558126E-03,-9.927643987E-05,-1.219506792E-14, 5.000471497E+01, 9.116263390E+00, 3.491075386E-02
       108, 4.218992233E+00,-1.009484232E-15, 9.524527550E+00,-8.897785097E-03,-4.269667988E-05,-2.276375296E-14, 5.000460434E+01, 9.516117096E+00, 3.993810305E-02
       109, 4.229899883E+00,-7.226802520E-16, 9.391729355E+00,-8.881444111E-03,-4.401674960E-05,-8.274682649E-15, 5.000464630E+01, 9.416518211E+00, 3.993810305E-02
       110, 4.108586788E+00, 3.150655183E-17, 9.703415871E+00,-9.375558235E-03,-2.850536112E-05,-2.893540781E-15, 5.000460052E+01, 9.694339752E+00, 4.053829660E-02
       111, 4.002603054E+00, 1.380360466E-15, 9.881676674E+00,-9.376947768E-03,-8.578343113E-06,-9.495658620E-16, 5.000458527E+01, 9.871957779E+00, 3.930020280E-02
       112, 4.391146183E+00,-1.086470633E-16, 9.230248451E+00,-8.389402181E-03,-7.626041042E-05,-3.764072540E-15, 5.000470734E+01, 9.211325645E+00, 4.284719320E-02
       113, 4.881356716E+00, 8.520450530E-16, 9.002606392E+00,-2.211319515E-03,-1.191324845E-04,-3.723048684E-13, 5.000470352E+01, 9.006733894E+00, 3.536242225E-02
       114, 4.112390995E+00,-9.847286349E-16, 9.581766129E+00,-9.546581656E-03,-3.331843982E-05, 4.851560776E-15, 5.000462723E+01, 9.603102684E+00, 4.053829660E-02
       115, 4.005030155E+00, 1.047882776E-15, 9.762667656E+00,-9.810637683E-03,-2.078974831E-05, 8.993965241E-17, 5.000461197E+01, 9.782700539E+00, 3.930020280E-02
       116, 4.325631618E+00,-2.293396133E-17, 9.121793747E+00,-8.969881572E-03,-7.788442599E-05, 1.617964982E-14, 5.000475693E+01, 9.129984856E+00, 4.284719320E-02
       117, 4.762096405E+00, 8.792230050E-16, 9.005047798E+00,-3.977089189E-03,-1.151900433E-04, 3.213376491E-13, 5.000472260E+01, 9.008564949E+00, 3.536242225E-02
       118, 4.520774841E+00, 8.645766407E-16, 9.009164810E+00,-7.227745373E-03,-1.149368254E-04,-3.313337050E-13, 5.000480652E+01, 8.980165482E+00, 3.882514696E-02
       119, 4.121561050E+00,-4.087161875E-16, 9.326203346E+00,-1.034458354E-02,-4.293935854E-05,-2.265285305E-14, 5.000469589E+01, 9.346429825E+00, 3.953575655E-02
       120, 3.900879860E+00, 6.905364634E-16, 9.940862656E+00,-1.063726563E-02,-3.510613851E-06, 4.108109794E-20, 5.000460052E+01, 9.955647469E+00, 0.000000000E+00
       121, 4.940692425E+00, 8.317643313E-16, 8.900855064E+00,-1.023361227E-03,-1.433836005E-04,-7.012977269E-13, 5.000477219E+01, 8.881401062E+00, 3.599965523E-02
       122, 4.583508015E+00, 1.437325655E-15, 8.904215813E+00,-6.713491399E-03,-1.336395071E-04,-4.351031644E-13, 5.000482559E+01, 8.901453972E+00, 3.882514696E-02
       123, 4.398067951E+00, 8.460912584E-16, 9.007432938E+00,-8.986872621E-03,-1.023691366E-04, 3.550286218E-13, 5.000482559E+01, 8.985582352E+00, 3.907142180E-02
       124, 4.007385731E+00,-7.111791857E-16, 9.398774147E+00,-1.084294170E-02,-3.616396134E-05, 3.298689345E-15, 5.000469971E+01, 9.400857925E+00, 3.953575655E-02
       125, 4.009123325E+00,-1.000387521E-15, 9.521537781E+00,-1.034974493E-02,-3.486408605E-05, 1.066557968E-14, 5.000464249E+01, 9.492930412E+00, 3.953575655E-02
       126, 4.703086376E+00, 1.439100507E-15, 8.903951645E+00,-4.953061230E-03,-1.326362399E-04, 4.392094276E-13, 5.000480652E+01, 8.901256561E+00, 3.882514696E-02
       127, 3.904059172E+00, 3.553973230E-17, 9.703770638E+00,-1.052082703E-02,-1.770896051E-05, 4.309270802E-15, 5.000462341E+01, 9.676523209E+00, 5.423672770E-02
       128, 4.198381424E+00, 2.476909130E-17, 9.107921600E+00,-1.056080777E-02,-5.817351848E-05,-4.774684511E-14, 5.000477600E+01, 9.125988960E+00, 4.150048691E-02
       129, 4.107704639E+00,-2.719275035E-17, 9.198772430E+00,-1.102546882E-02,-5.217820944E-05,-6.225503697E-15, 5.000477219E+01, 9.194127083E+00, 4.150048691E-02
       130, 4.881795406E+00, 7.706387810E-16, 8.801069260E+00,-2.464000834E-03,-1.524399559E-04,-3.200303910E-13, 5.000483322E+01, 8.806561470E+00, 3.599965523E-02
       131, 4.526309013E+00, 1.335178564E-15, 8.801179886E+00,-8.118059486E-03,-1.385420182E-04, 1.663695054E-13, 5.000489426E+01, 8.824176788E+00, 3.882514696E-02
       132, 4.342944622E+00, 1.367384874E-15, 8.899595261E+00,-9.377723560E-03,-1.056579786E-04, 4.766747554E-13, 5.000489044E+01, 8.904704094E+00, 3.907142180E-02
       133, 3.801182508E+00, 1.386982464E-15, 9.882134438E+00,-1.120694634E-02,-1.110912399E-05,-7.969610604E-15, 5.000461197E+01, 9.870575905E+00, 3.766588887E-02
       134, 3.904348612E+00,-9.964955107E-16, 9.584290504E+00,-1.096569281E-02,-2.396621858E-05,-7.128118523E-15, 5.000465012E+01, 9.586914062E+00, 5.423672770E-02
       135, 4.763449669E+00, 1.350797005E-15, 8.801724434E+00,-3.859693417E-03,-1.428549294E-04,-1.630973493E-13, 5.000485229E+01, 8.807053566E+00, 3.599965523E-02
       136, 4.408452034E+00, 1.283723324E-15, 8.798291206E+00,-9.407330304E-03,-1.217176541E-04,-1.571492959E-13, 5.000490952E+01, 8.828725815E+00, 3.907142180E-02
       137, 3.899797201E+00,-4.346949792E-16, 9.343630791E+00,-1.282748953E-02,-2.639301238E-05,-1.558460854E-14, 5.000472641E+01, 9.323849678E+00, 4.270261198E-02
       138, 3.700302362E+00, 6.964458946E-16, 9.941271782E+00,-1.139605418E-02,-2.671071115E-06, 3.176373552E-20, 5.000462341E+01, 9.955953598E+00, 0.000000000E+00
       139, 3.801934481E+00, 1.064463340E-15, 9.764050484E+00,-1.159602683E-02,-1.474364126E-05, 8.234912646E-16, 5.000462723E+01, 9.782012939E+00, 3.766588887E-02
       140, 4.153684616E+00, 9.147844657E-16, 8.984778404E+00,-1.138291694E-02,-7.684101729E-05,-2.748714893E-13, 5.000488663E+01, 8.984694481E+00, 4.716819966E-02
       141, 3.984795332E+00, 2.428921405E-17, 9.154017448E+00,-1.286389586E-02,-4.840586189E-05, 1.989795886E-14, 5.000480270E+01, 9.130140305E+00, 3.738021053E-02
       142, 4.941102982E+00,-6.112553707E-17, 8.700215340E+00,-1.857359428E-03,-1.823712373E-04, 5.189685910E-14, 5.000490189E+01, 8.680947304E+00, 3.427171749E-02
       143, 4.587941647E+00, 6.151557589E-17, 8.699883461E+00,-8.076913655E-03,-1.609818282E-04, 1.112776715E-13, 5.000500107E+01, 8.679634094E+00, 4.429344723E-02
       144, 4.225811481E+00, 1.388375092E-15, 8.890811920E+00,-1.238651853E-02,-9.919967124E-05,-4.614960805E-13, 5.000494003E+01, 8.866466522E+00, 3.701731122E-02
       145, 3.891063452E+00,-8.075005961E-17, 9.226305962E+00,-1.323491707E-02,-3.236573684E-05, 4.737421393E-16, 5.000479507E+01, 9.235856056E+00, 4.270261198E-02
       146, 4.705503941E+00, 7.535904563E-17, 8.700692177E+00,-5.213503726E-03,-1.585807477E-04,-1.095109026E-13, 5.000492096E+01, 8.710135460E+00, 5.507190810E-02
       147, 3.600361824E+00, 1.398868454E-15, 9.882962227E+00,-1.215756219E-02,-2.011891411E-06,-8.211892732E-15, 5.000462723E+01, 9.872123718E+00, 4.009771413E-02
       148, 3.801547289E+00,-1.021755515E-15, 9.527129173E+00,-1.216497831E-02,-1.464033812E-05, 1.272156624E-14, 5.000466537E+01, 9.506458282E+00, 4.177520103E-02
       149, 3.701096296E+00, 6.365290471E-17, 9.706199646E+00,-1.227614842E-02,-1.677746332E-05, 4.925914176E-15, 5.000463867E+01, 9.695672035E+00, 4.033336406E-02
