nodenumber,    x-coordinate,    y-coordinate,  turb-diss-rate,turb-kinetic-energy,      y-velocity,      x-velocity,        pressure,boundary-normal-dist
     11572,-2.780382633E-01, 3.030698895E-01, 4.814902344E+03, 6.164718151E+00, 5.826984024E+01, 1.151012802E+01,-2.608705750E+02, 8.963531000E-04
     11573, 2.527454197E-01, 3.031168282E-01, 4.946648438E+04, 1.956855202E+01,-1.107572937E+01, 2.280258417E+00,-7.309614258E+02, 9.444138268E-04
     11574,-2.790871859E-01, 3.032332063E-01, 3.515911377E+03, 9.594453812E+00, 5.716174698E+01, 1.202726460E+01,-2.437298889E+02, 1.957237953E-03
     11575, 2.538572848E-01, 3.033022583E-01, 2.580684961E+04, 2.059647942E+01,-5.532423973E+00, 1.079722404E+00,-7.305162354E+02, 2.071285853E-03
     11576, 3.539934456E-01, 3.033030331E-01, 4.301211548E+02, 1.821026421E+01, 3.422562361E+00,-3.002384424E+00,-7.398712158E+02, 1.008142531E-01
     11577,-3.108367324E-01, 3.034015000E-01, 1.982176971E+02, 2.775434971E+00, 4.694327927E+01, 1.643555641E+01, 2.138160248E+02, 3.319692239E-02
     11578, 2.584870160E-01, 3.034122288E-01, 3.243655518E+03, 1.242158127E+01, 4.569995999E-01,-1.314776689E-01,-7.303989258E+02, 6.638351828E-03
     11579,-2.924253643E-01, 3.037673831E-01, 1.571592255E+02, 1.965686917E+00, 5.263856888E+01, 1.420573139E+01,-2.634657097E+01, 1.515598781E-02
     11580, 2.836325467E-01, 3.039295971E-01, 4.099300537E+02, 1.517041779E+01, 3.118381023E+00,-1.556005359E+00,-7.346579590E+02, 3.144938126E-02
     11581,-2.813768685E-01, 3.039685488E-01, 1.667780029E+03, 8.859875679E+00, 5.654149628E+01, 1.241311264E+01,-2.158141174E+02, 4.346649162E-03
     11582, 2.622292340E-01, 3.040310740E-01, 1.304516724E+03, 1.206847572E+01, 2.136733532E+00,-5.706475973E-01,-7.311206665E+02, 1.043008454E-02
     11583, 9.019743800E-01, 3.041163981E-01, 1.345187500E+04, 1.370346680E+02,-5.801194191E+00, 3.562767792E+01,-7.019750977E+02, 3.278832138E-01
     11584,-6.741653681E-01, 3.043911159E-01, 3.821621882E-03, 4.276025109E-03, 1.292459583E+01, 4.006222153E+01, 7.120639038E+02, 2.344177961E-01
     11585,-3.277891278E-01, 3.045317233E-01, 7.097103271E+02, 8.206439972E+00, 4.151175690E+01, 1.850150681E+01, 3.575417786E+02, 5.009300634E-02
     11586, 4.285130799E-01, 3.046907485E-01, 1.531368896E+03, 3.050431061E+01, 3.322353840E+00,-1.898643494E+00,-7.475299072E+02, 1.748695076E-01
     11587,-2.837101519E-01, 3.047178686E-01, 1.114193726E+03, 7.814880848E+00, 5.579667282E+01, 1.317815304E+01,-1.865763397E+02, 6.782630458E-03
     11588, 2.909115553E-01, 3.049788177E-01, 3.680521240E+02, 1.565641785E+01, 3.174762249E+00,-1.798382521E+00,-7.356719971E+02, 3.879888728E-02
     11589,-3.179833293E-01, 3.051860332E-01, 4.671866455E+02, 5.712661266E+00, 4.441967392E+01, 1.751824188E+01, 2.653459473E+02, 4.054707289E-02
     11590, 2.661880553E-01, 3.052081764E-01, 8.025426636E+02, 1.269593811E+01, 2.751928091E+00,-8.611414433E-01,-7.321741943E+02, 1.454003341E-02
     11591,-5.302080512E-01, 3.055401146E-01, 5.357427057E-03, 4.462161101E-03, 2.038368416E+01, 3.497766113E+01, 7.962106934E+02, 2.508327365E-01
     11592,-2.971109152E-01, 3.056131899E-01, 5.805396652E+01, 9.542462826E-01, 5.164072800E+01, 1.535711765E+01, 1.265710163E+01, 2.010594681E-02
     11593, 2.512192428E-01, 3.058734238E-01, 6.536617969E+04, 1.697426224E+01,-4.906886673E+01, 1.039213848E+01,-7.335875244E+02, 0.000000000E+00
     11594,-2.765519619E-01, 3.058736920E-01, 5.715265625E+03, 3.087778330E+00, 4.909355164E+01, 1.039218998E+01,-3.346470947E+02, 0.000000000E+00
     11595, 6.198372841E-01, 3.059134185E-01, 1.208474512E+04, 1.067232742E+02,-2.217575550E+00, 1.545677280E+01,-7.393280029E+02, 3.279083073E-01
     11596,-2.774514258E-01, 3.059929907E-01, 4.994500488E+03, 6.253748894E+00, 5.890837097E+01, 1.230592442E+01,-3.239725342E+02, 9.051564266E-04
     11597, 2.521384060E-01, 3.060541153E-01, 5.017191016E+04, 1.971580887E+01,-1.110871124E+01, 2.440640688E+00,-7.330963135E+02, 9.367312305E-04
     11598,-2.872607410E-01, 3.061055839E-01, 5.032191772E+02, 4.746129036E+00, 5.474783707E+01, 1.394945621E+01,-1.487405090E+02, 1.053896826E-02
     11599,-2.785084248E-01, 3.061560392E-01, 3.463082031E+03, 9.575886726E+00, 5.783572388E+01, 1.282625103E+01,-3.061157837E+02, 1.973413862E-03
     11600, 2.706163824E-01, 3.061959445E-01, 5.958630371E+02, 1.347591972E+01, 3.027824879E+00,-1.089719892E+00,-7.332094116E+02, 1.907523908E-02
     11601,-6.532898545E-01, 3.062434793E-01, 3.954335582E-03, 4.295836668E-03, 1.381362534E+01, 3.948154449E+01, 7.255332031E+02, 2.346335202E-01
     11602, 2.532378137E-01, 3.062454164E-01, 2.423898438E+04, 2.040403938E+01,-5.367643356E+00, 1.139292121E+00,-7.325766602E+02, 2.052189317E-03
     11603, 2.993517816E-01, 3.063594401E-01, 3.440455322E+02, 1.601278114E+01, 3.225196600E+00,-2.042111397E+00,-7.366027832E+02, 4.735006392E-02
     11604, 2.554449141E-01, 3.065490723E-01, 6.920406250E+03, 1.439539528E+01,-1.345947862E+00, 2.808463871E-01,-7.324358521E+02, 4.275440238E-03
     11605, 2.578712404E-01, 3.067878187E-01, 3.094206787E+03, 1.238474274E+01, 7.328442335E-01,-2.170124650E-01,-7.321475830E+02, 6.700515281E-03
     11606,-2.806926072E-01, 3.068379164E-01, 1.685873291E+03, 8.865361214E+00, 5.725025558E+01, 1.315584278E+01,-2.769840698E+02, 4.250860307E-03
     11607,-6.334459782E-01, 3.070468307E-01, 4.108530469E-03, 4.317003768E-03, 1.469740486E+01, 3.889122391E+01, 7.391991577E+02, 2.354354858E-01
     11608,-3.027727902E-01, 3.071995974E-01, 7.449475098E+01, 1.227514744E+00, 5.014438629E+01, 1.654443359E+01, 6.809296417E+01, 2.596560866E-02
     11609,-3.400475085E-01, 3.072042167E-01, 6.462537842E+02, 7.962792397E+00, 3.986576080E+01, 2.093458366E+01, 4.181928101E+02, 6.262561679E-02
     11610,-2.911973596E-01, 3.073348999E-01, 1.721315308E+02, 2.094347954E+00, 5.358518600E+01, 1.500655842E+01,-1.014406738E+02, 1.464187633E-02
     11611, 2.613297105E-01, 3.074059486E-01, 1.333749878E+03, 1.190010262E+01, 2.233912230E+00,-6.212171316E-01,-7.323959351E+02, 1.021274365E-02
     11612,-8.059959412E-01, 3.074145913E-01, 3.171166405E-03, 4.172353540E-03, 9.116280556E+00, 4.356855774E+01, 5.806240845E+02, 2.371637672E-01
     11613,-6.160745025E-01, 3.074267209E-01, 4.258443601E-03, 4.336568527E-03, 1.551976299E+01, 3.834714127E+01, 7.502022095E+02, 2.371812463E-01
     11614,-2.828423679E-01, 3.075090051E-01, 1.158425293E+03, 7.976330757E+00, 5.655963135E+01, 1.385890388E+01,-2.487699585E+02, 6.493779365E-03
     11615,-9.154576063E-01, 3.081464767E-01, 2.891354263E-03, 4.106558394E-03, 7.229274750E+00, 4.546670532E+01, 4.936354980E+02, 2.347437888E-01
     11616, 3.090364039E-01, 3.083032370E-01, 3.351873474E+02, 1.627462769E+01, 3.283822775E+00,-2.270438194E+00,-7.374683228E+02, 5.722604319E-02
     11617,-1.083031297E+00, 3.083063662E-01, 2.642240841E-03, 4.019350279E-03, 4.977637291E+00, 4.703813553E+01, 4.177672729E+02, 2.822771668E-01
     11618, 3.699545264E-01, 3.087577820E-01, 5.774751587E+02, 1.978468513E+01, 3.511400700E+00,-2.851662159E+00,-7.416796265E+02, 1.173993722E-01
     11619, 2.505892813E-01, 3.087945580E-01, 6.661557031E+04, 1.708816719E+01,-4.895170212E+01, 1.093545437E+01,-7.352362061E+02, 0.000000000E+00
     11620,-2.759220302E-01, 3.087948561E-01, 6.129011719E+03, 3.273348570E+00, 4.897638321E+01, 1.093550777E+01,-3.987472229E+02, 0.000000000E+00
     11621,-2.768341601E-01, 3.089278638E-01, 5.184488770E+03, 6.369954586E+00, 5.953340912E+01, 1.312361336E+01,-3.875277405E+02, 9.196717292E-04
     11622, 2.514984012E-01, 3.089804053E-01, 5.223873438E+04, 2.036722946E+01,-1.111388016E+01, 2.539444208E+00,-7.348074951E+02, 9.278677171E-04
     11623,-2.778903246E-01, 3.091056645E-01, 3.421128906E+03, 9.561777115E+00, 5.850440216E+01, 1.364555550E+01,-3.693114624E+02, 1.989583718E-03
     11624, 2.525820732E-01, 3.091762364E-01, 2.685449219E+04, 2.155530357E+01,-5.405303001E+00, 1.151119709E+00,-7.342299805E+02, 2.028469695E-03
     11625, 2.753331661E-01, 3.094557226E-01, 4.794033508E+02, 1.406189632E+01, 3.246850252E+00,-1.322802067E+00,-7.347365723E+02, 2.434329316E-02
     11626,-3.091317117E-01, 3.095294237E-01, 2.240520172E+02, 3.029030085E+00, 4.806287766E+01, 1.768526840E+01, 1.149533310E+02, 3.265291452E-02
     11627, 4.514391720E-01, 3.095363379E-01, 3.040093750E+03, 4.199356842E+01, 2.706520081E+00,-1.164367795E-02,-7.498831177E+02, 1.982177347E-01
     11628, 2.548745275E-01, 3.096096516E-01, 5.982159180E+03, 1.458306217E+01,-1.089533687E+00, 1.715587676E-01,-7.339715576E+02, 4.360773601E-03
     11629, 2.648180127E-01, 3.097237945E-01, 8.320054932E+02, 1.237410355E+01, 2.861447811E+00,-8.992313147E-01,-7.334282227E+02, 1.410486177E-02
     11630,-2.800661325E-01, 3.097268343E-01, 1.676244995E+03, 8.838274956E+00, 5.792045212E+01, 1.396370697E+01,-3.383452148E+02, 4.247607198E-03
     11631,-2.859508991E-01, 3.097994328E-01, 5.609027100E+02, 5.073230743E+00, 5.575253296E+01, 1.484716415E+01,-2.309703064E+02, 1.001527905E-02
     11632,-3.542292416E-01, 3.098056912E-01, 2.927455139E+02, 4.673645973E+00, 3.873336411E+01, 2.365653229E+01, 4.775721436E+02, 7.704266906E-02
     11633,-5.765752196E-01, 3.099494278E-01, 4.628118128E-03, 4.384597298E-03, 1.764323235E+01, 3.708591080E+01, 7.655759277E+02, 2.473171055E-01
     11634, 2.572246194E-01, 3.100114167E-01, 2.726326660E+03, 1.247365189E+01, 9.276309609E-01,-3.312434852E-01,-7.337202759E+02, 6.742748432E-03
     11635,-1.181241393E+00, 3.100609183E-01, 2.552023856E-03, 3.972352017E-03, 3.816921949E+00, 4.778536606E+01, 3.776716309E+02, 3.207445443E-01
     11636, 6.594596505E-01, 3.101709485E-01, 1.366367383E+04, 1.177767258E+02,-3.470654488E+00, 2.098083115E+01,-7.287109375E+02, 3.324145973E-01
     11637, 3.208957016E-01, 3.102065027E-01, 3.439174194E+02, 1.659248352E+01, 3.341463089E+00,-2.482205868E+00,-7.382830811E+02, 6.923471391E-02
     11638,-2.822031379E-01, 3.103357255E-01, 1.153203369E+03, 7.938409805E+00, 5.721142578E+01, 1.460739613E+01,-3.064200745E+02, 6.466406863E-03
     11639,-9.975616932E-01, 3.104422092E-01, 2.747051883E-03, 4.062197637E-03, 6.127125263E+00, 4.635470200E+01, 4.497638855E+02, 2.484646291E-01
     11640,-2.952402532E-01, 3.105144501E-01, 6.570343781E+01, 1.033579350E+00, 5.290956497E+01, 1.642409706E+01,-8.826028442E+01, 1.924662106E-02
     11641,-5.128248334E-01, 3.105172813E-01, 5.583889782E-03, 4.492165521E-03, 2.180333138E+01, 3.457343292E+01, 7.773623657E+02, 2.341181785E-01
     11642, 2.695990205E-01, 3.105936646E-01, 5.907825928E+02, 1.318671799E+01, 3.175501347E+00,-1.126549244E+00,-7.342451172E+02, 1.896180399E-02
     11643, 2.606709003E-01, 3.106276393E-01, 1.306689941E+03, 1.183133125E+01, 2.308612823E+00,-6.926637292E-01,-7.335315552E+02, 1.024148706E-02
     11644,-2.901795805E-01, 3.109759986E-01, 1.788223877E+02, 2.148428440E+00, 5.447602844E+01, 1.589386940E+01,-1.731967773E+02, 1.439695805E-02
     11645, 2.820605934E-01, 3.110104799E-01, 4.015447388E+02, 1.474003696E+01, 3.345677376E+00,-1.563606739E+00,-7.358917847E+02, 3.124573454E-02
     11646,-3.165406883E-01, 3.112761378E-01, 5.218562622E+02, 6.212624550E+00, 4.546982574E+01, 1.873653412E+01, 1.733177490E+02, 4.026152194E-02
     11647,-1.041461349E+00, 3.114006817E-01, 2.687099157E-03, 4.040465690E-03, 5.530281067E+00, 4.674921036E+01, 4.314922791E+02, 2.648568153E-01
     11648, 2.499269098E-01, 3.117085397E-01, 6.744209375E+04, 1.715101814E+01,-4.882849884E+01, 1.147743702E+01,-7.350757446E+02, 0.000000000E+00
     11649,-2.752596736E-01, 3.117088079E-01, 6.572499023E+03, 3.484703541E+00, 4.885319138E+01, 1.147748661E+01,-4.638552551E+02, 0.000000000E+00
     11650,-2.761918604E-01, 3.118343353E-01, 5.383112305E+03, 6.487141132E+00, 6.014645767E+01, 1.396234798E+01,-4.516416321E+02, 9.368229075E-04
     11651, 2.508297563E-01, 3.118942678E-01, 5.386664453E+04, 2.077673531E+01,-1.122021675E+01, 2.683546543E+00,-7.345689087E+02, 9.215558530E-04
     11652,-9.540774226E-01, 3.120096922E-01, 2.813550178E-03, 4.085674882E-03, 6.733377457E+00, 4.594861984E+01, 4.693439941E+02, 2.411884367E-01
     11653,-2.772525847E-01, 3.120212555E-01, 3.380760498E+03, 9.547322273E+00, 5.915260315E+01, 1.448174477E+01,-4.324840698E+02, 2.012593905E-03
     11654, 2.518983781E-01, 3.120935559E-01, 2.992402148E+04, 2.242612648E+01,-5.718447685E+00, 1.311835527E+00,-7.341182251E+02, 2.007769188E-03
     11655,-3.010977209E-01, 3.121013343E-01, 7.738455963E+01, 1.250980139E+00, 5.125539017E+01, 1.759810448E+01,-2.304323387E+01, 2.530698292E-02
     11656,-8.602274060E-01, 3.124975562E-01, 3.000856377E-03, 4.138568416E-03, 8.162023544E+00, 4.469555664E+01, 5.279611206E+02, 2.401680052E-01
     11657,-2.795073986E-01, 3.126370311E-01, 1.643039917E+03, 8.793704987E+00, 5.854262924E+01, 1.483571434E+01,-3.992348022E+02, 4.347808659E-03
     11658,-3.710452020E-01, 3.127105832E-01, 4.893879700E+01, 1.410062671E+00, 3.710452271E+01, 2.610615349E+01, 5.338551025E+02, 9.410759807E-02
     11659, 2.542012930E-01, 3.127267957E-01, 5.663723633E+03, 1.453109932E+01,-9.439856410E-01, 1.789171100E-01,-7.345108643E+02, 4.393995740E-03
     11660, 2.891392112E-01, 3.127486110E-01, 3.601049500E+02, 1.521212006E+01, 3.401546240E+00,-1.779844403E+00,-7.368657837E+02, 3.852893785E-02
     11661,-1.731456757E+00, 3.127511144E-01, 2.304376801E-03, 3.750000615E-03, 2.555921376E-01, 4.999934769E+01, 2.478846436E+02, 0.000000000E+00
     11662, 2.565369904E-01, 3.132596314E-01, 2.629704102E+03, 1.254652023E+01, 9.883743525E-01,-3.527233601E-01,-7.345180664E+02, 6.789628416E-03
     11663,-2.817970812E-01, 3.132623434E-01, 1.098722046E+03, 7.707996845E+00, 5.774717331E+01, 1.548204517E+01,-3.623109741E+02, 6.719462108E-03
     11664,-7.826715112E-01, 3.134576380E-01, 3.226919333E-03, 4.187824670E-03, 9.785985947E+00, 4.318418121E+01, 5.933051758E+02, 2.439741045E-01
     11665,-6.020449400E-01, 3.135822117E-01, 4.318640102E-03, 4.349792376E-03, 1.641807938E+01, 3.817740631E+01, 7.402570190E+02, 2.452668399E-01
     11666,-2.855106294E-01, 3.137355447E-01, 4.920981140E+02, 4.605402946E+00, 5.642559052E+01, 1.597620487E+01,-2.991557617E+02, 1.044520177E-02
     11667, 6.992247701E-01, 3.138127327E-01, 1.415502051E+04, 1.222368240E+02,-4.426031590E+00, 2.606416321E+01,-7.174880981E+02, 3.363060355E-01
     11668, 2.601856291E-01, 3.139739037E-01, 1.267183350E+03, 1.183952427E+01, 2.404228210E+00,-7.481027246E-01,-7.344853516E+02, 1.050566416E-02
     11669, 3.341343403E-01, 3.142393231E-01, 3.859505005E+02, 1.708843994E+01, 3.425861120E+00,-2.586433887E+00,-7.393462524E+02, 8.297990263E-02
     11670, 2.642989159E-01, 3.143225014E-01, 7.824488525E+02, 1.223040485E+01, 3.037769794E+00,-9.856147170E-01,-7.347559204E+02, 1.459390298E-02
     11671, 2.492321432E-01, 3.146149516E-01, 6.737883594E+04, 1.711777306E+01,-4.869927597E+01, 1.201801205E+01,-7.353008423E+02, 0.000000000E+00
     11672,-2.745649517E-01, 3.146152198E-01, 7.000999512E+03, 3.702410936E+00, 4.872397614E+01, 1.201806355E+01,-5.304334717E+02, 0.000000000E+00
     11673,-2.895800173E-01, 3.146713078E-01, 1.687765808E+02, 2.043797970E+00, 5.512064362E+01, 1.691499329E+01,-2.401287689E+02, 1.462078094E-02
     11674, 3.865038455E-01, 3.146863282E-01, 9.188128052E+02, 2.302517700E+01, 3.408617735E+00,-2.319408417E+00,-7.434178467E+02, 1.346689910E-01
     11675,-2.755208910E-01, 3.147492707E-01, 5.555827148E+03, 6.609002590E+00, 6.075732422E+01, 1.483288383E+01,-5.175941162E+02, 9.609116823E-04
     11676, 2.501335144E-01, 3.148010373E-01, 5.362791406E+04, 2.062214279E+01,-1.123139286E+01, 2.810723066E+00,-7.348206787E+02, 9.199354681E-04
     11677,-2.765897512E-01, 3.149524033E-01, 3.316071777E+03, 9.520636559E+00, 5.979635620E+01, 1.535689735E+01,-4.974381714E+02, 2.047710586E-03
     11678, 2.511998117E-01, 3.150081635E-01, 3.128547266E+04, 2.254895020E+01,-5.995462418E+00, 1.420875549E+00,-7.343685303E+02, 2.005169401E-03
     11679, 2.970388234E-01, 3.150658309E-01, 3.376307068E+02, 1.554691696E+01, 3.446171761E+00,-1.981710792E+00,-7.377371216E+02, 4.673232883E-02
     11680, 2.689208090E-01, 3.150984347E-01, 5.737257080E+02, 1.296251965E+01, 3.320904732E+00,-1.183391452E+00,-7.354036865E+02, 1.927281730E-02
     11681,-1.658558011E+00, 3.151057363E-01, 2.313757548E-03, 3.770831274E-03, 6.274948120E-01, 4.991041183E+01, 2.508534393E+02, 7.290983200E-02
     11682, 8.608549833E-01, 3.152240813E-01, 1.258957910E+04, 1.224654999E+02,-6.032239914E+00, 3.784075928E+01,-6.940595093E+02, 3.387324214E-01
     11683,-3.893946409E-01, 3.155291378E-01, 1.990409017E+00, 1.844835728E-01, 3.469002151E+01, 2.806448746E+01, 5.832378540E+02, 1.126700193E-01
     11684, 4.772555530E-01, 3.156545460E-01, 6.030717773E+03, 5.941936493E+01, 1.516204834E+00, 3.724968672E+00,-7.515440674E+02, 2.246078700E-01
     11685,-2.788523734E-01, 3.156719208E-01, 1.620073120E+03, 8.765232086E+00, 5.920149231E+01, 1.573479080E+01,-4.647838135E+02, 4.415722098E-03
     11686, 2.742092013E-01, 3.158411682E-01, 4.631316833E+02, 1.369861698E+01, 3.451477766E+00,-1.372141838E+00,-7.361264648E+02, 2.459429204E-02
     11687,-2.943616211E-01, 3.158740103E-01, 6.438924408E+01, 1.016917944E+00, 5.384475708E+01, 1.781675720E+01,-1.806776123E+02, 1.955002919E-02
     11688,-3.250553012E-01, 3.159137666E-01, 7.572551880E+02, 8.668027878E+00, 4.363304520E+01, 2.074845886E+01, 1.953616333E+02, 4.953157529E-02
     11689,-4.941132069E-01, 3.162100017E-01, 5.915756803E-03, 4.533554427E-03, 2.349865150E+01, 3.415258026E+01, 7.475143433E+02, 2.162840813E-01
     11690,-3.068816960E-01, 3.162225783E-01, 2.544472656E+02, 3.312218666E+00, 4.944013214E+01, 1.912395859E+01,-3.232966423E+00, 3.183593974E-02
     11691,-2.811632752E-01, 3.163950741E-01, 1.071187378E+03, 7.599183083E+00, 5.841339874E+01, 1.641231918E+01,-4.290472412E+02, 6.833089050E-03
     11692, 2.556228638E-01, 3.166780472E-01, 3.235837891E+03, 1.271496964E+01, 7.763668299E-01,-2.732164264E-01,-7.351083984E+02, 6.700633559E-03
     11693, 7.390008569E-01, 3.166869283E-01, 1.408232422E+04, 1.233726501E+02,-5.129726410E+00, 3.051502228E+01,-7.069978638E+02, 3.394299746E-01
     11694,-2.999133766E-01, 3.172241449E-01, 9.117933655E+01, 1.410340905E+00, 5.220611191E+01, 1.882718086E+01,-1.126293259E+02, 2.526294813E-02
     11695,-2.848003209E-01, 3.172552288E-01, 4.701380005E+02, 4.443891048E+00, 5.716470337E+01, 1.696697617E+01,-3.712514343E+02, 1.057012100E-02
     11696, 2.485051155E-01, 3.175134659E-01, 6.677544531E+04, 1.707398987E+01,-4.856405258E+01, 1.255711937E+01,-7.364252930E+02, 0.000000000E+00
     11697,-2.738379240E-01, 3.175137043E-01, 7.353290527E+03, 3.883213997E+00, 4.858876038E+01, 1.255716610E+01,-5.985623169E+02, 0.000000000E+00
     11698, 2.593449354E-01, 3.176386952E-01, 1.268903687E+03, 1.172127056E+01, 2.472797632E+00,-7.809075117E-01,-7.354512329E+02, 1.054458600E-02
     11699,-2.748148441E-01, 3.176512122E-01, 5.702483398E+03, 6.677173615E+00, 6.138300323E+01, 1.570263672E+01,-5.852400513E+02, 9.810210904E-04
     11700, 2.494116575E-01, 3.177000880E-01, 5.217062109E+04, 2.018079758E+01,-1.110183144E+01, 2.904861689E+00,-7.360089722E+02, 9.247068665E-04
     11701,-2.759312093E-01, 3.178680539E-01, 3.208760254E+03, 9.473272324E+00, 6.043497086E+01, 1.623176003E+01,-5.637261963E+02, 2.116598887E-03
     11702, 2.801481187E-01, 3.179058135E-01, 3.943279419E+02, 1.428084564E+01, 3.544608355E+00,-1.570241928E+00,-7.371373901E+02, 3.084311821E-02
     11703, 2.504749298E-01, 3.179177940E-01, 2.901074023E+04, 2.169058037E+01,-5.891021252E+00, 1.430099607E+00,-7.355266724E+02, 2.008997370E-03
     11704,-4.088094234E-01, 3.179473579E-01, 4.723228887E-02, 1.551514771E-02, 3.219644928E+01, 2.968759918E+01, 6.233420410E+02, 1.322159022E-01
     11705,-3.373104334E-01, 3.179857433E-01, 6.074593506E+02, 7.696873665E+00, 4.193194580E+01, 2.296632957E+01, 2.760710449E+02, 6.195333600E-02
     11706,-1.586745024E+00, 3.180578947E-01, 2.335427795E-03, 3.795825876E-03, 9.178360701E-01, 4.977657318E+01, 2.583914185E+02, 1.447369754E-01
     11707,-3.150000870E-01, 3.180876672E-01, 5.835589600E+02, 6.803654194E+00, 4.664083862E+01, 2.017309189E+01, 6.754148865E+01, 4.016579315E-02
     11708,-7.585262656E-01, 3.181852698E-01, 3.294976195E-03, 4.204204306E-03, 1.052057076E+01, 4.274069977E+01, 6.071910400E+02, 2.493142039E-01
     11709,-2.886524796E-01, 3.182045519E-01, 1.626858978E+02, 1.979345798E+00, 5.591807556E+01, 1.785681152E+01,-3.136170959E+02, 1.453749742E-02
     11710, 7.788969874E-01, 3.183918595E-01, 1.362763477E+04, 1.224027939E+02,-5.606596470E+00, 3.412244797E+01,-6.988908081E+02, 3.413854241E-01
     11711, 2.633733451E-01, 3.185194135E-01, 7.708357544E+02, 1.203995895E+01, 3.145267963E+00,-1.032718301E+00,-7.359192505E+02, 1.466622669E-02
     11712, 8.192791343E-01, 3.185633421E-01, 1.283292090E+04, 1.196023636E+02,-5.895407677E+00, 3.679038239E+01,-6.940988770E+02, 3.418104947E-01
     11713,-2.781158388E-01, 3.187007606E-01, 1.606588501E+03, 8.755487442E+00, 5.987677765E+01, 1.663431740E+01,-5.328556519E+02, 4.439132754E-03
     11714, 3.059503436E-01, 3.189123273E-01, 3.314171753E+02, 1.578159142E+01, 3.503458500E+00,-2.150429487E+00,-7.386330566E+02, 5.624986440E-02
     11715,-2.803458571E-01, 3.195507526E-01, 1.070324585E+03, 7.590942860E+00, 5.912853241E+01, 1.734326363E+01,-4.995616455E+02, 6.811928470E-03
     11716, 3.484680653E-01, 3.195973933E-01, 5.066926270E+02, 1.819638443E+01, 3.468771458E+00,-2.496357918E+00,-7.406657715E+02, 9.805666655E-02
     11717,-4.724602401E-01, 3.196057975E-01, 6.516652647E-03, 4.600252490E-03, 2.549663925E+01, 3.343991470E+01, 7.166018066E+02, 1.953284889E-01
     11718,-4.291619062E-01, 3.196494579E-01, 9.477757849E-03, 5.130707286E-03, 2.986580276E+01, 3.115589142E+01, 6.583327637E+02, 1.525666118E-01
     11719, 2.677858472E-01, 3.196588159E-01, 5.656325073E+02, 1.268542671E+01, 3.446593046E+00,-1.225403428E+00,-7.365209351E+02, 1.922335289E-02
     11720,-1.238007307E+00, 3.198705912E-01, 2.506022109E-03, 3.946958110E-03, 3.299834490E+00, 4.823575592E+01, 3.500292664E+02, 3.301975429E-01
     11721, 2.869569957E-01, 3.200180233E-01, 3.538193665E+02, 1.475090027E+01, 3.593334913E+00,-1.758628368E+00,-7.380418701E+02, 3.795080632E-02
     11722, 2.542723417E-01, 3.203863502E-01, 3.889218262E+03, 1.293578434E+01, 4.402404130E-01,-1.821440309E-01,-7.360168457E+02, 6.307891104E-03
     11723, 2.477458864E-01, 3.204036951E-01, 6.605587500E+04, 1.708635712E+01,-4.842284393E+01, 1.309468651E+01,-7.374638062E+02, 0.000000000E+00
     11724,-2.730787396E-01, 3.204039335E-01, 7.645494141E+03, 4.016285896E+00, 4.844755554E+01, 1.309473228E+01,-6.683056030E+02, 0.000000000E+00
     11725,-4.504560828E-01, 3.204118311E-01, 7.493797690E-03, 4.705577157E-03, 2.764309120E+01, 3.241421509E+01, 6.881025391E+02, 1.737089008E-01
     11726,-2.740642726E-01, 3.205577433E-01, 5.842513672E+03, 6.721759796E+00, 6.200608444E+01, 1.658198547E+01,-6.547762451E+02, 9.922736790E-04
     11727, 4.041329622E-01, 3.205688298E-01, 1.777669312E+03, 2.980590248E+01, 3.005888462E+00,-1.113644242E+00,-7.446091309E+02, 1.530196965E-01
     11728, 2.486609370E-01, 3.206005692E-01, 5.177897656E+04, 2.022705841E+01,-1.090882683E+01, 2.973569393E+00,-7.370802612E+02, 9.350437904E-04
     11729,-2.839553356E-01, 3.207020760E-01, 4.582210083E+02, 4.335135460E+00, 5.791765213E+01, 1.796311188E+01,-4.444235535E+02, 1.059547812E-02
     11730,-2.751997113E-01, 3.207901716E-01, 3.153584961E+03, 9.445036888E+00, 6.107698059E+01, 1.712891960E+01,-6.323938599E+02, 2.149507869E-03
     11731, 2.497228086E-01, 3.208347261E-01, 2.895888672E+04, 2.172816849E+01,-5.656017303E+00, 1.422525525E+00,-7.366115723E+02, 2.021563239E-03
     11732,-7.334300876E-01, 3.208415806E-01, 3.388775513E-03, 4.223010503E-03, 1.132686234E+01, 4.222807312E+01, 6.241668091E+02, 2.523183823E-01
     11733, 2.725766897E-01, 3.208864033E-01, 4.596800232E+02, 1.333111668E+01, 3.590394258E+00,-1.394215822E+00,-7.371987915E+02, 2.416890860E-02
     11734,-5.556594729E-01, 3.208973110E-01, 4.740100820E-03, 4.409448244E-03, 1.928047943E+01, 3.695445633E+01, 7.339870605E+02, 2.640659213E-01
     11735,-7.055835724E-01, 3.210234642E-01, 3.519200720E-03, 4.244706593E-03, 1.224866486E+01, 4.152607727E+01, 6.473607178E+02, 2.523636818E-01
     11736,-2.928561270E-01, 3.211086094E-01, 6.987086487E+01, 1.075785398E+00, 5.494118118E+01, 1.917720985E+01,-2.856717529E+02, 1.932137460E-02
