nodenumber,    x-coordinate,    y-coordinate,  turb-diss-rate,turb-kinetic-energy,      y-velocity,      x-velocity,        pressure,boundary-normal-dist
         1, 5.246802807E+00,-5.106025562E-02, 4.146428223E+02, 7.655361176E+00,-3.140252233E-01, 4.999900818E+01, 2.090878487E-01, 0.000000000E+00
         2, 5.166822433E+00,-5.055795237E-02, 4.205030212E+02, 7.794709206E+00,-3.140252233E-01, 4.999901199E+01,-1.479863375E-01, 0.000000000E+00
         3, 5.086842060E+00,-5.005564913E-02, 4.303233337E+02, 8.077288628E+00,-3.140252233E-01, 4.999900818E+01,-8.421102166E-01, 0.000000000E+00
         4, 5.006861687E+00,-4.955334216E-02, 4.404345093E+02, 8.369514465E+00,-3.140252233E-01, 4.999901199E+01,-8.188257217E-01, 0.000000000E+00
         5, 4.926881313E+00,-4.905103892E-02, 4.555772705E+02, 8.672017097E+00,-3.140251935E-01, 4.999900818E+01,-9.530081749E-01, 0.000000000E+00
         6, 4.846900463E+00,-4.854873568E-02, 4.761908875E+02, 8.989295006E+00,-3.140251935E-01, 4.999900818E+01,-1.119648337E+00, 0.000000000E+00
         7, 4.766920090E+00,-4.804642871E-02, 4.994125977E+02, 9.301383018E+00,-3.140252233E-01, 4.999901199E+01,-1.342549682E+00, 0.000000000E+00
         8, 4.686939716E+00,-4.754412174E-02, 5.224427490E+02, 9.590600014E+00,-3.140252233E-01, 4.999900818E+01,-1.571876168E+00, 0.000000000E+00
         9, 4.606959343E+00,-4.704181850E-02, 5.457969971E+02, 9.875522614E+00,-3.140252233E-01, 4.999901199E+01,-1.727659106E+00, 0.000000000E+00
        10, 4.526978493E+00,-4.653951526E-02, 5.705617065E+02, 1.017237377E+01,-3.140252233E-01, 4.999901199E+01,-1.801356554E+00, 0.000000000E+00
        11, 4.446998119E+00,-4.603721201E-02, 5.972282104E+02, 1.048726368E+01,-3.140252233E-01, 4.999900818E+01,-1.795896411E+00, 0.000000000E+00
        12, 4.367017746E+00,-4.553490505E-02, 6.259880981E+02, 1.082165146E+01,-3.140252233E-01, 4.999901199E+01,-1.680216551E+00, 0.000000000E+00
        13, 4.287037373E+00,-4.503260180E-02, 6.570016479E+02, 1.117655087E+01,-3.140252233E-01, 4.999900818E+01,-1.422354460E+00, 0.000000000E+00
        14, 4.207056999E+00,-4.453029856E-02, 6.904647217E+02, 1.155327034E+01,-3.140252233E-01, 4.999901199E+01,-1.018591285E+00, 0.000000000E+00
        15, 4.127076149E+00,-4.402799532E-02, 7.266724243E+02, 1.195407867E+01,-3.140252233E-01, 4.999901199E+01,-4.475851357E-01, 0.000000000E+00
        16, 4.047095776E+00,-4.352569208E-02, 7.659079590E+02, 1.238094616E+01,-3.140252233E-01, 4.999900818E+01, 3.133800626E-01, 0.000000000E+00
        17, 3.967115402E+00,-4.302338511E-02, 8.084957886E+02, 1.283610725E+01,-3.140252233E-01, 4.999901581E+01, 1.288859367E+00, 0.000000000E+00
        18, 3.887135029E+00,-4.252108186E-02, 8.548087769E+02, 1.332208824E+01,-3.140252233E-01, 4.999901581E+01, 2.505019426E+00, 0.000000000E+00
        19, 3.807154417E+00,-4.201877862E-02, 9.052678223E+02, 1.384167385E+01,-3.140252233E-01, 4.999901199E+01, 3.988912106E+00, 0.000000000E+00
        20, 3.727174044E+00,-4.151647538E-02, 9.603543091E+02, 1.439798737E+01,-3.140252233E-01, 4.999901199E+01, 5.770593166E+00, 0.000000000E+00
        21, 3.647193432E+00,-4.101416841E-02, 1.020617493E+03, 1.499451733E+01,-3.140252233E-01, 4.999901581E+01, 7.882626057E+00, 0.000000000E+00
        22, 3.567213058E+00,-4.051186144E-02, 1.086685181E+03, 1.563515186E+01,-3.140252233E-01, 4.999901199E+01, 1.035902977E+01, 0.000000000E+00
        23, 3.487232685E+00,-4.000955820E-02, 1.159277832E+03, 1.632425117E+01,-3.140252233E-01, 4.999901581E+01, 1.323542786E+01, 0.000000000E+00
        24, 3.407252073E+00,-3.950725496E-02, 1.239223877E+03, 1.706669426E+01,-3.140252233E-01, 4.999901199E+01, 1.654899025E+01, 0.000000000E+00
        25, 3.327271700E+00,-3.900494799E-02, 1.327477051E+03, 1.786796570E+01,-3.140252233E-01, 4.999901199E+01, 2.033826637E+01, 0.000000000E+00
        26, 3.247291088E+00,-3.850264475E-02, 1.425138062E+03, 1.873420906E+01,-3.140252233E-01, 4.999901581E+01, 2.464073563E+01, 0.000000000E+00
        27, 3.167310715E+00,-3.800034150E-02, 1.533468994E+03, 1.967224121E+01,-3.140252233E-01, 4.999901199E+01, 2.948983574E+01, 0.000000000E+00
        28, 3.087330341E+00,-3.749803826E-02, 1.653922729E+03, 2.068964386E+01,-3.140252233E-01, 4.999901581E+01, 3.491421890E+01, 0.000000000E+00
        29, 3.007349491E+00,-3.699573129E-02, 1.788173828E+03, 2.179489136E+01,-3.140252233E-01, 4.999901581E+01, 4.093445969E+01, 0.000000000E+00
        30, 2.927369118E+00,-3.649342805E-02, 1.938145386E+03, 2.299733925E+01,-3.140252233E-01, 4.999901581E+01, 4.755754852E+01, 0.000000000E+00
        31, 2.847388506E+00,-3.599112481E-02, 2.106042969E+03, 2.430727577E+01,-3.140252233E-01, 4.999901199E+01, 5.476868820E+01, 0.000000000E+00
        32, 2.767408133E+00,-3.548882157E-02, 2.294391357E+03, 2.573600006E+01,-3.140252233E-01, 4.999901199E+01, 6.252100372E+01, 0.000000000E+00
        33, 2.687427521E+00,-3.498651832E-02, 2.506088135E+03, 2.729597092E+01,-3.140252233E-01, 4.999901581E+01, 7.072611237E+01, 0.000000000E+00
        34, 2.607447147E+00,-3.448421136E-02, 2.744478760E+03, 2.900098228E+01,-3.140252233E-01, 4.999901199E+01, 7.924758911E+01, 0.000000000E+00
        35, 2.527466774E+00,-3.398190811E-02, 3.013517822E+03, 3.086695671E+01,-3.140252233E-01, 4.999901581E+01, 8.782742310E+01, 0.000000000E+00
        36, 2.447486162E+00,-3.347960114E-02, 3.317132324E+03, 3.290746689E+01,-3.140252233E-01, 4.999901199E+01, 9.601953125E+01, 0.000000000E+00
        37, 2.367505789E+00,-3.297729790E-02, 3.659677490E+03, 3.513638306E+01,-3.140252233E-01, 4.999901199E+01, 1.035950241E+02, 0.000000000E+00
        38, 2.287525177E+00,-3.247499093E-02, 4.045359375E+03, 3.756415176E+01,-3.140252233E-01, 4.999901581E+01, 1.100905075E+02, 0.000000000E+00
        39, 2.207544804E+00,-3.197269142E-02, 4.466379395E+03, 4.012887955E+01,-3.140252233E-01, 4.999901581E+01, 1.135981674E+02, 0.000000000E+00
        40, 2.127564192E+00,-3.147038445E-02, 4.927150879E+03, 4.284343338E+01,-3.140252233E-01, 4.999901199E+01, 1.126055298E+02, 0.000000000E+00
        41, 2.047584057E+00,-3.096807934E-02, 5.448433105E+03, 4.581350708E+01,-3.140251935E-01, 4.999900818E+01, 1.065246735E+02, 0.000000000E+00
        42, 1.967603326E+00,-3.046577610E-02, 6.019572754E+03, 4.896175385E+01,-3.140252233E-01, 4.999901199E+01, 9.350605011E+01, 0.000000000E+00
        43, 1.887622833E+00,-2.996347100E-02, 6.620999512E+03, 5.216871262E+01,-3.140252233E-01, 4.999901199E+01, 7.104150391E+01, 0.000000000E+00
        44, 1.807642460E+00,-2.946116775E-02, 7.250998047E+03, 5.542232132E+01,-3.140252233E-01, 4.999901199E+01, 3.677691650E+01, 0.000000000E+00
        45, 1.727661967E+00,-2.895886451E-02, 7.896921387E+03, 5.864764404E+01,-3.140252233E-01, 4.999901199E+01,-1.150561047E+01, 0.000000000E+00
        46, 1.647681475E+00,-2.845655940E-02, 8.461170898E+03, 6.134330750E+01,-3.140252233E-01, 4.999901199E+01,-7.541588593E+01, 0.000000000E+00
        47, 1.567700982E+00,-2.795425430E-02, 8.855209961E+03, 6.296337128E+01,-3.140252233E-01, 4.999901199E+01,-1.550545349E+02, 0.000000000E+00
        48, 1.487720490E+00,-2.745194919E-02, 9.013505859E+03, 6.295328140E+01,-3.140252233E-01, 4.999901199E+01,-2.484493408E+02, 0.000000000E+00
        49, 1.407740116E+00,-2.694964595E-02, 8.870532227E+03, 6.063524246E+01,-3.140252233E-01, 4.999901199E+01,-3.502398071E+02, 0.000000000E+00
        50, 1.327759624E+00,-2.644734085E-02, 8.401825195E+03, 5.562042236E+01,-3.140252233E-01, 4.999901199E+01,-4.523568420E+02, 0.000000000E+00
        51, 1.247779131E+00,-2.594503760E-02, 8.054529785E+03, 5.029528046E+01,-3.140252531E-01, 4.999901199E+01,-5.475590210E+02, 0.000000000E+00
        52, 1.178449631E+00,-2.550962381E-02, 8.035445312E+03, 4.683078384E+01,-3.140252233E-01, 4.999900818E+01,-6.213850098E+02, 0.000000000E+00
        53, 1.117654800E+00,-2.512781322E-02, 8.060736816E+03, 4.380833054E+01,-3.140252233E-01, 4.999900818E+01,-6.728901978E+02, 0.000000000E+00
        54, 1.065545082E+00,-2.480054647E-02, 8.045978027E+03, 4.089490128E+01,-3.140252233E-01, 4.999901199E+01,-6.998292847E+02, 0.000000000E+00
        55, 1.020879507E+00,-2.452003025E-02, 7.930450195E+03, 3.800756073E+01,-3.140252233E-01, 4.999901199E+01,-7.081317749E+02, 0.000000000E+00
        56, 9.808892608E-01,-2.426887862E-02, 7.617834961E+03, 3.492296982E+01,-3.140252233E-01, 4.999901199E+01,-7.009124146E+02, 0.000000000E+00
        57, 9.408990145E-01,-2.401772700E-02, 6.804071289E+03, 3.088036156E+01,-3.140252233E-01, 4.999901199E+01,-6.768500977E+02, 0.000000000E+00
        58, 9.009087682E-01,-2.376657352E-02, 4.926319824E+03, 2.411141586E+01,-3.140252233E-01, 4.999901199E+01,-6.550414429E+02, 0.000000000E+00
        59, 8.609185815E-01,-2.351542190E-02, 2.840259277E+03, 1.635135841E+01,-3.140252233E-01, 4.999901199E+01,-6.690046997E+02, 0.000000000E+00
        60, 8.209283352E-01,-2.326427028E-02, 2.020847656E+03, 1.282699108E+01,-3.140252233E-01, 4.999901199E+01,-7.134045410E+02, 0.000000000E+00
        61, 7.809380889E-01,-2.301311865E-02, 1.959045532E+03, 1.252020264E+01,-3.140252233E-01, 4.999901199E+01,-7.480220337E+02, 0.000000000E+00
        62, 7.409478426E-01,-2.276196517E-02, 1.871129395E+03, 1.213675785E+01,-3.140252233E-01, 4.999901199E+01,-7.576268311E+02, 0.000000000E+00
        63, 7.009575963E-01,-2.251081355E-02, 1.764495850E+03, 1.164272976E+01,-3.140252233E-01, 4.999901199E+01,-7.562956543E+02, 0.000000000E+00
        64, 6.609673500E-01,-2.225966193E-02, 1.703306641E+03, 1.129678249E+01,-3.140252233E-01, 4.999901199E+01,-7.549353638E+02, 0.000000000E+00
        65, 6.209771633E-01,-2.200851031E-02, 1.704466919E+03, 1.112035751E+01,-3.140252233E-01, 4.999901199E+01,-7.545457764E+02, 0.000000000E+00
        66, 5.814561844E-01,-2.176030539E-02, 1.751854492E+03, 1.100325871E+01,-3.140252233E-01, 4.999901199E+01,-7.541002808E+02, 0.000000000E+00
        67, 5.472970605E-01,-2.154577337E-02, 1.838759521E+03, 1.092507935E+01,-3.140252233E-01, 4.999901199E+01,-7.536506958E+02, 0.000000000E+00
        68, 5.176724195E-01,-2.135972120E-02, 1.970034180E+03, 1.088111210E+01,-3.140251935E-01, 4.999900818E+01,-7.532407227E+02, 0.000000000E+00
        69, 4.918971956E-01,-2.119784430E-02, 2.153512695E+03, 1.086659813E+01,-3.140252233E-01, 4.999901199E+01,-7.528743896E+02, 0.000000000E+00
        70, 4.696644545E-01,-2.105821483E-02, 2.373371338E+03, 1.087515259E+01,-3.140252233E-01, 4.999901199E+01,-7.524627686E+02, 0.000000000E+00
        71, 4.496693313E-01,-2.093263902E-02, 2.584402344E+03, 1.090306759E+01,-3.140252233E-01, 4.999901199E+01,-7.519075317E+02, 0.000000000E+00
        72, 4.296742082E-01,-2.080706321E-02, 2.756591309E+03, 1.094875908E+01,-3.140252233E-01, 4.999901199E+01,-7.511334839E+02, 0.000000000E+00
        73, 4.096790850E-01,-2.068148740E-02, 2.870802734E+03, 1.100467205E+01,-3.140252233E-01, 4.999901199E+01,-7.501562500E+02, 0.000000000E+00
        74, 3.896839917E-01,-2.055590972E-02, 2.938185791E+03, 1.106654549E+01,-3.140252233E-01, 4.999901199E+01,-7.489721680E+02, 0.000000000E+00
        75, 3.696888685E-01,-2.043033391E-02, 2.979465332E+03, 1.113470459E+01,-3.140252233E-01, 4.999901199E+01,-7.475735474E+02, 0.000000000E+00
        76, 3.496937156E-01,-2.030475624E-02, 3.012539795E+03, 1.120956516E+01,-3.140252233E-01, 4.999901199E+01,-7.459656982E+02, 0.000000000E+00
        77, 3.296985924E-01,-2.017918043E-02, 3.048393555E+03, 1.128902912E+01,-3.140252233E-01, 4.999901199E+01,-7.441652222E+02, 0.000000000E+00
        78, 3.097034693E-01,-2.005360462E-02, 3.098128662E+03, 1.137073040E+01,-3.140252233E-01, 4.999901199E+01,-7.422310181E+02, 0.000000000E+00
        79, 2.897083461E-01,-1.992802881E-02, 3.172526367E+03, 1.145173645E+01,-3.140252233E-01, 4.999901199E+01,-7.403912354E+02, 0.000000000E+00
        80, 2.697132528E-01,-1.980245300E-02, 3.285952881E+03, 1.152630997E+01,-3.140252233E-01, 4.999901199E+01,-7.387812500E+02, 0.000000000E+00
        81, 2.497181296E-01,-1.967687719E-02, 3.460310303E+03, 1.158442020E+01,-3.140252233E-01, 4.999901199E+01,-7.370221558E+02, 0.000000000E+00
        82, 2.310852259E-01,-1.955985650E-02, 3.706563965E+03, 1.160998726E+01,-3.140252233E-01, 4.999901581E+01,-7.358250122E+02, 0.000000000E+00
        83, 2.141681165E-01,-1.945361309E-02, 4.043047119E+03, 1.160414600E+01,-3.140252233E-01, 4.999901199E+01,-7.352265015E+02, 0.000000000E+00
        84, 1.987827867E-01,-1.935698651E-02, 4.491558105E+03, 1.157775307E+01,-3.140251935E-01, 4.999901199E+01,-7.342015991E+02, 0.000000000E+00
        85, 1.852158904E-01,-1.927178167E-02, 5.054845215E+03, 1.153104782E+01,-3.140252531E-01, 4.999901581E+01,-7.331090698E+02, 0.000000000E+00
        86, 1.736586541E-01,-1.919919811E-02, 5.739658691E+03, 1.147316456E+01,-3.140252233E-01, 4.999901199E+01,-7.319206543E+02, 0.000000000E+00
        87, 1.638095081E-01,-1.913734153E-02, 6.606638672E+03, 1.143833923E+01,-3.140252233E-01, 4.999901199E+01,-7.301007080E+02, 0.000000000E+00
        88, 1.553370506E-01,-1.908413135E-02, 7.848005859E+03, 1.148901939E+01,-3.140252233E-01, 4.999901581E+01,-7.269821777E+02, 0.000000000E+00
        89, 1.481016725E-01,-1.903869212E-02, 9.873607422E+03, 1.174990559E+01,-3.140252233E-01, 4.999901199E+01,-7.219039307E+02, 0.000000000E+00
        90, 1.419106275E-01,-1.899980940E-02, 1.322724023E+04, 1.233062363E+01,-3.140252233E-01, 4.999901199E+01,-7.135422363E+02, 0.000000000E+00
        91, 1.366300434E-01,-1.896664687E-02, 1.858231445E+04, 1.327046108E+01,-3.140252233E-01, 4.999901199E+01,-6.988609619E+02, 0.000000000E+00
        92, 1.320537329E-01,-1.893790439E-02, 2.715508594E+04, 1.460674477E+01,-3.140251935E-01, 4.999901199E+01,-6.766421509E+02, 0.000000000E+00
        93, 1.281735450E-01,-1.891353726E-02, 4.023717188E+04, 1.615149689E+01,-3.140252233E-01, 4.999901199E+01,-6.471431885E+02, 0.000000000E+00
        94, 1.248251870E-01,-1.889250800E-02, 5.550303516E+04, 1.713624763E+01,-3.140252233E-01, 4.999901199E+01,-6.163604126E+02, 0.000000000E+00
        95, 1.218259186E-01,-1.887367107E-02, 3.647699219E+04, 1.262570286E+01,-3.140252233E-01, 4.999900818E+01,-6.098181763E+02, 0.000000000E+00
        96, 1.227547526E-01,-1.794729196E-02, 3.165924805E+04, 1.175567055E+01,-4.154367447E+00, 2.025075912E+00,-6.111317139E+02, 9.229987627E-04
        97, 1.258748621E-01,-1.778447442E-02, 3.317066406E+04, 1.359583569E+01,-1.991490960E+00, 5.663948536E+00,-6.243425293E+02, 1.114604063E-03
        98, 1.292831004E-01,-1.749280468E-02, 2.317250391E+04, 1.250547886E+01,-1.677247286E+00, 8.443099022E+00,-6.545003662E+02, 1.427672338E-03
        99,-1.476048827E-01,-1.718155481E-02, 4.923126953E+04, 1.642895126E+01,-3.140252233E-01, 4.999901199E+01, 2.067236572E+03, 0.000000000E+00
       100,-1.506072581E-01,-1.716269925E-02, 4.375631250E+04, 1.546580219E+01,-3.140252233E-01, 4.999901199E+01, 2.029800049E+03, 0.000000000E+00
       101, 1.332007200E-01,-1.716257073E-02, 1.576889258E+04, 1.129691982E+01,-1.277280569E+00, 1.033432865E+01,-6.824024048E+02, 1.782502397E-03
       102,-1.541100442E-01,-1.714069955E-02, 2.684195117E+04, 1.326318169E+01,-3.140252233E-01, 4.999901581E+01, 1.979982300E+03, 0.000000000E+00
       103,-1.581965983E-01,-1.711503416E-02, 1.861582617E+04, 1.218390751E+01,-3.140252233E-01, 4.999901581E+01, 1.938349976E+03, 0.000000000E+00
       104,-1.629642695E-01,-1.708509400E-02, 1.365822754E+04, 1.145451832E+01,-3.140252233E-01, 4.999901199E+01, 1.909752808E+03, 0.000000000E+00
       105,-1.685265452E-01,-1.705016010E-02, 1.019344434E+04, 1.092312622E+01,-3.140252233E-01, 4.999900818E+01, 1.888809204E+03, 0.000000000E+00
       106,-1.750158668E-01,-1.700940356E-02, 7.867822266E+03, 1.048568916E+01,-3.140251935E-01, 4.999901199E+01, 1.872495361E+03, 0.000000000E+00
       107,-1.825867295E-01,-1.696185768E-02, 6.324373047E+03, 1.011490536E+01,-3.140251935E-01, 4.999901199E+01, 1.858501465E+03, 0.000000000E+00
       108, 1.237262189E-01,-1.691929251E-02, 5.794887695E+03, 8.861343384E+00,-3.298250675E+00, 2.100352526E+00,-6.221850586E+02, 1.887990860E-03
       109,-1.914194077E-01,-1.690638438E-02, 5.205546387E+03, 9.776258469E+00,-3.140252233E-01, 4.999901199E+01, 1.845859009E+03, 0.000000000E+00
       110,-2.017242163E-01,-1.684166864E-02, 4.348055664E+03, 9.457553864E+00,-3.140252233E-01, 4.999900818E+01, 1.834048950E+03, 0.000000000E+00
       111,-2.137464881E-01,-1.676616445E-02, 3.667944580E+03, 9.148370743E+00,-3.140252233E-01, 4.999901199E+01, 1.822819214E+03, 0.000000000E+00
       112, 1.377848089E-01,-1.675085351E-02, 1.092016211E+04, 1.036504745E+01,-9.094611406E-01, 1.126328850E+01,-7.027292480E+02, 2.223001560E-03
       113,-2.276462466E-01,-1.667886786E-02, 3.121218018E+03, 8.841181755E+00,-3.140252233E-01, 4.999901199E+01, 1.812261475E+03, 0.000000000E+00
       114,-2.431288660E-01,-1.658163220E-02, 2.693511230E+03, 8.534635544E+00,-3.140252233E-01, 4.999901581E+01, 1.802541260E+03, 0.000000000E+00
       115, 1.269459426E-01,-1.653387025E-02, 5.260701660E+03, 9.029144287E+00,-1.963445187E+00, 5.341893673E+00,-6.410303345E+02, 2.371910261E-03
       116,-2.601202130E-01,-1.647492126E-02, 2.365562744E+03, 8.219230652E+00,-3.140252233E-01, 4.999901199E+01, 1.792660889E+03, 0.000000000E+00
       117,-2.791064084E-01,-1.635568216E-02, 2.101385742E+03, 7.864805698E+00,-3.140252531E-01, 4.999900818E+01, 1.780840332E+03, 0.000000000E+00
       118, 1.430255622E-01,-1.623304561E-02, 7.846357422E+03, 9.802579880E+00,-6.338081956E-01, 1.144228363E+01,-7.159334717E+02, 2.773711458E-03
       119,-2.991222441E-01,-1.622997597E-02, 1.888545044E+03, 7.468518257E+00,-3.140252233E-01, 4.999901199E+01, 1.766314575E+03, 0.000000000E+00
       120,-1.485404074E-01,-1.617220230E-02, 4.824956250E+04, 1.634448624E+01, 4.106915593E-01, 8.393781662E+00, 2.070072754E+03, 9.418468690E-04
       121,-3.191380799E-01,-1.610426791E-02, 1.716294922E+03, 7.047140121E+00,-3.140252233E-01, 4.999901199E+01, 1.749220825E+03, 0.000000000E+00
       122, 1.218435094E-01,-1.607231796E-02, 3.555882080E+03, 6.365171432E+00,-6.315026760E+00,-3.966447711E-02,-6.251645508E+02, 0.000000000E+00
       123,-3.391539156E-01,-1.597856171E-02, 1.567494019E+03, 6.603304863E+00,-3.140252531E-01, 4.999901581E+01, 1.728549805E+03, 0.000000000E+00
       124,-1.516575068E-01,-1.593051665E-02, 3.173656445E+04, 1.478457928E+01, 9.793201685E-01, 9.846161842E+00, 2.020133545E+03, 1.225562184E-03
       125, 1.303712726E-01,-1.591805555E-02, 3.736693848E+03, 8.158621788E+00,-1.791107178E+00, 7.527911663E+00,-6.696843872E+02, 3.009223845E-03
       126,-3.591697812E-01,-1.585285552E-02, 1.440187744E+03, 6.137282848E+00,-3.140252233E-01, 4.999901199E+01, 1.703259521E+03, 0.000000000E+00
       127,-3.791856170E-01,-1.572714932E-02, 1.329156738E+03, 5.647093296E+00,-3.140252531E-01, 4.999901581E+01, 1.673625610E+03, 0.000000000E+00
       128, 1.491015255E-01,-1.561877690E-02, 5.953636719E+03, 9.624476433E+00,-4.672733843E-01, 1.118182850E+01,-7.232746582E+02, 3.426126903E-03
       129,-3.973050416E-01,-1.561335381E-02, 1.244074341E+03, 5.197060108E+00,-3.140252233E-01, 4.999901581E+01, 1.643556763E+03, 0.000000000E+00
       130,-1.551326960E-01,-1.552500110E-02, 1.759245312E+04, 1.227179527E+01, 8.075380921E-01, 1.126838875E+01, 1.971085083E+03, 1.609244035E-03
       131,-4.126198292E-01,-1.551717147E-02, 1.204638794E+03, 4.858245850E+00,-3.140252233E-01, 4.999900818E+01, 1.615847046E+03, 0.000000000E+00
       132,-4.257007241E-01,-1.543501951E-02, 1.208203613E+03, 4.628180981E+00,-3.140252531E-01, 4.999901581E+01, 1.590710205E+03, 0.000000000E+00
       133,-4.372016490E-01,-1.536278985E-02, 1.232716553E+03, 4.465070724E+00,-3.140252531E-01, 4.999901581E+01, 1.567617920E+03, 0.000000000E+00
       134,-4.473541081E-01,-1.529902872E-02, 1.263640259E+03, 4.335881710E+00,-3.140252233E-01, 4.999901199E+01, 1.546539429E+03, 0.000000000E+00
       135, 1.226395369E-01,-1.529356930E-02, 3.558084229E+03, 6.680398941E+00,-6.387431622E+00, 4.185082614E-01,-6.301929932E+02, 7.911197026E-04
       136,-4.573620558E-01,-1.523617562E-02, 1.287460693E+03, 4.203720570E+00,-3.140252233E-01, 4.999901199E+01, 1.525663208E+03, 0.000000000E+00
       137, 1.342813671E-01,-1.520761289E-02, 2.642283936E+03, 7.315279484E+00,-1.276645541E+00, 8.492040634E+00,-6.934517212E+02, 3.744208720E-03
       138,-4.673699439E-01,-1.517332252E-02, 1.273024292E+03, 4.041464806E+00,-3.140252233E-01, 4.999901199E+01, 1.505176270E+03, 0.000000000E+00
       139,-1.592194140E-01,-1.513205189E-02, 1.221706543E+04, 1.135199356E+01, 5.167431235E-01, 1.240003014E+01, 1.933401611E+03, 1.976520289E-03
       140,-1.494799256E-01,-1.512176357E-02, 2.384364062E+04, 1.538787842E+01, 3.582705021E+00, 2.005357504E+00, 2.038991699E+03, 1.887945225E-03
       141,-4.773778915E-01,-1.511046942E-02, 1.213594604E+03, 3.839741945E+00,-3.140252233E-01, 4.999901199E+01, 1.484977661E+03, 0.000000000E+00
       142,-4.873858392E-01,-1.504761539E-02, 1.131902954E+03, 3.623037577E+00,-3.140252233E-01, 4.999901199E+01, 1.464939697E+03, 0.000000000E+00
       143,-4.973937273E-01,-1.498476323E-02, 1.044122681E+03, 3.408556461E+00,-3.140252233E-01, 4.999901199E+01, 1.445082886E+03, 0.000000000E+00
       144, 1.562660038E-01,-1.496475469E-02, 4.860957031E+03, 9.816263199E+00,-3.455321193E-01, 1.073092175E+01,-7.278717041E+02, 4.125129431E-03
       145,-5.074016452E-01,-1.492191013E-02, 9.558590088E+02, 3.197680950E+00,-3.140252233E-01, 4.999901199E+01, 1.425400879E+03, 0.000000000E+00
       146,-5.174095631E-01,-1.485905703E-02, 8.697556763E+02, 2.990979433E+00,-3.140252233E-01, 4.999901199E+01, 1.405875366E+03, 0.000000000E+00
       147,-5.274174809E-01,-1.479620300E-02, 7.870112915E+02, 2.788709402E+00,-3.140252233E-01, 4.999901199E+01, 1.386467163E+03, 0.000000000E+00
       148,-5.374254584E-01,-1.473335084E-02, 7.081861572E+02, 2.591038227E+00,-3.140252233E-01, 4.999901199E+01, 1.367116821E+03, 0.000000000E+00
       149,-1.638498306E-01,-1.467390265E-02, 9.094749023E+03, 1.074577999E+01, 3.864500225E-01, 1.295307541E+01, 1.907283936E+03, 2.405582229E-03
       150,-5.474333763E-01,-1.467049774E-02, 6.335771484E+02, 2.398178816E+00,-3.140252233E-01, 4.999901199E+01, 1.347736938E+03, 0.000000000E+00
       151,-5.574412346E-01,-1.460764371E-02, 5.634072876E+02, 2.210451126E+00,-3.140252233E-01, 4.999901199E+01, 1.328224487E+03, 0.000000000E+00
       152,-1.527257562E-01,-1.460652985E-02, 1.395392578E+04, 1.296415424E+01, 2.535900831E+00, 7.223148823E+00, 1.996065552E+03, 2.542813774E-03
       153,-5.674492121E-01,-1.454479061E-02, 4.978560181E+02, 2.028309107E+00,-3.140252233E-01, 4.999901199E+01, 1.308477173E+03, 0.000000000E+00
       154,-5.774571300E-01,-1.448193844E-02, 4.370525208E+02, 1.852317095E+00,-3.140252233E-01, 4.999901199E+01, 1.288378174E+03, 0.000000000E+00
       155, 1.234520525E-01,-1.446236670E-02, 3.559963867E+03, 7.162307262E+00,-6.429101944E+00, 1.340321064E+00,-6.372215576E+02, 1.598397736E-03
       156,-5.874650478E-01,-1.441908535E-02, 3.810592041E+02, 1.683096409E+00,-3.140252233E-01, 4.999901199E+01, 1.267755371E+03, 0.000000000E+00
       157,-5.974729657E-01,-1.435623132E-02, 3.299019775E+02, 1.521339417E+00,-3.140252233E-01, 4.999901199E+01, 1.246407104E+03, 0.000000000E+00
       158, 1.647467017E-01,-1.434592623E-02, 4.259887207E+03, 1.025663853E+01,-2.696836889E-01, 1.027197075E+01,-7.308057861E+02, 4.797206726E-03
       159, 1.388476044E-01,-1.430793293E-02, 1.984298218E+03, 6.833385468E+00,-8.273546696E-01, 8.571278572E+00,-7.098833008E+02, 4.672548268E-03
       160,-6.074809432E-01,-1.429337822E-02, 2.835877075E+02, 1.367805839E+00,-3.140252233E-01, 4.999901199E+01, 1.224123169E+03, 0.000000000E+00
       161,-1.475867033E-01,-1.428764965E-02, 3.714604688E+04, 1.526555920E+01, 3.952322721E+00, 2.481091022E-02, 2.058736572E+03, 0.000000000E+00
       162,-6.174888015E-01,-1.423052605E-02, 2.420709686E+02, 1.223297954E+00,-3.140252233E-01, 4.999901199E+01, 1.200687134E+03, 0.000000000E+00
       163,-6.274967194E-01,-1.416767202E-02, 2.052701874E+02, 1.088607311E+00,-3.140252233E-01, 4.999901199E+01, 1.175888794E+03, 0.000000000E+00
       164,-6.375046968E-01,-1.410481893E-02, 1.730507507E+02, 9.644500613E-01,-3.140252233E-01, 4.999901199E+01, 1.149506714E+03, 0.000000000E+00
       165,-1.694057435E-01,-1.404855307E-02, 6.756304688E+03, 1.023983955E+01, 2.900916040E-01, 1.304632950E+01, 1.887315674E+03, 2.996026073E-03
       166,-6.475126147E-01,-1.404196583E-02, 1.452136383E+02, 8.514125943E-01,-3.140252233E-01, 4.999901199E+01, 1.121267700E+03, 0.000000000E+00
       167,-6.575205326E-01,-1.397911366E-02, 1.214963837E+02, 7.499083877E-01,-3.140252233E-01, 4.999901199E+01, 1.090986572E+03, 0.000000000E+00
